epoch,loss,acc
0,2.293825626373291,0.1
1,2.300647497177124,0.1
2,2.2886083126068115,0.11
3,2.2854433059692383,0.11
4,2.2861318588256836,0.11
5,2.31099009513855,0.1
6,2.286252021789551,0.1
7,2.330536127090454,0.1
8,2.309152364730835,0.1
9,2.3053455352783203,0.1
10,2.2923293113708496,0.1
11,2.2686681747436523,0.1
12,2.3182013034820557,0.1
13,2.280766487121582,0.1
14,2.296452522277832,0.1
15,2.29836368560791,0.1
16,2.305924892425537,0.1
17,2.311378240585327,0.1
18,2.3091466426849365,0.1
19,2.288628578186035,0.1
20,2.308562755584717,0.1
21,2.2965714931488037,0.1
22,2.3107800483703613,0.1
23,2.3200268745422363,0.1
24,2.303811550140381,0.1
25,2.289043426513672,0.1
26,2.275864839553833,0.1
27,2.319044351577759,0.1
28,2.289973258972168,0.1
29,2.2799065113067627,0.1
30,2.3053581714630127,0.1
31,2.312741756439209,0.1
32,2.303619861602783,0.1
33,2.306736469268799,0.1
34,2.298372268676758,0.1
35,2.310486316680908,0.1
36,2.2954697608947754,0.1
37,2.2871530055999756,0.1
38,2.2914023399353027,0.1
39,2.284078598022461,0.1
40,2.2761130332946777,0.1
41,2.2918169498443604,0.1
42,2.277602195739746,0.1
43,2.275560140609741,0.1
44,2.331446647644043,0.1
45,2.3247594833374023,0.1
46,2.334822416305542,0.1
47,2.347975730895996,0.1
48,2.334268093109131,0.1
49,2.2858622074127197,0.1
50,2.309455394744873,0.1
51,2.3225951194763184,0.1
52,2.302522659301758,0.1
53,2.3057045936584473,0.1
54,2.3055684566497803,0.1
55,2.3244376182556152,0.1
56,2.2945871353149414,0.1
57,2.319767475128174,0.1
58,2.3164479732513428,0.1
59,2.2950096130371094,0.1
60,2.3099868297576904,0.1
61,2.305752754211426,0.1
62,2.2778923511505127,0.1
63,2.31388783454895,0.1
64,2.282227039337158,0.11
65,2.305467128753662,0.13
66,2.307661533355713,0.12
67,2.2994494438171387,0.12
68,2.3024566173553467,0.13
69,2.3147470951080322,0.13
70,2.3189964294433594,0.14
71,2.2876546382904053,0.14
72,2.311983108520508,0.13
73,2.3111751079559326,0.11
74,2.3064699172973633,0.11
75,2.295764684677124,0.11
76,2.3024282455444336,0.11
77,2.285167932510376,0.11
78,2.291539430618286,0.11
79,2.309598445892334,0.11
80,2.308985471725464,0.12
81,2.30307674407959,0.13
82,2.3078956604003906,0.13
83,2.3181726932525635,0.16
84,2.2978873252868652,0.17
85,2.323272228240967,0.16
86,2.3063178062438965,0.18
87,2.2921409606933594,0.16
88,2.3041205406188965,0.16
89,2.2901580333709717,0.15
90,2.3066089153289795,0.15
91,2.287139415740967,0.13
92,2.3077805042266846,0.11
93,2.2924277782440186,0.1
94,2.2965848445892334,0.1
95,2.294281482696533,0.1
96,2.3111531734466553,0.1
97,2.2917959690093994,0.1
98,2.2930712699890137,0.1
99,2.283220052719116,0.1
100,2.291083574295044,0.1
101,2.280752658843994,0.1
102,2.2980422973632812,0.1
103,2.3005306720733643,0.1
104,2.304149866104126,0.1
105,2.2882256507873535,0.11
106,2.297851324081421,0.11
107,2.26660418510437,0.11
108,2.289806604385376,0.11
109,2.2903976440429688,0.11
110,2.317319393157959,0.11
111,2.3006339073181152,0.12
112,2.3164010047912598,0.14
113,2.288111448287964,0.15
114,2.2961626052856445,0.15
115,2.2951643466949463,0.18
116,2.2853894233703613,0.17
117,2.2802164554595947,0.17
118,2.2858147621154785,0.19
119,2.295590400695801,0.19
120,2.2765562534332275,0.19
121,2.302276134490967,0.19
122,2.2864327430725098,0.2
123,2.2960896492004395,0.2
124,2.310145378112793,0.2
125,2.299781084060669,0.2
126,2.3112964630126953,0.19
127,2.3017406463623047,0.19
128,2.303187847137451,0.18
129,2.2719857692718506,0.18
130,2.3142263889312744,0.16
131,2.272193431854248,0.18
132,2.291555881500244,0.18
133,2.2972803115844727,0.18
134,2.30676531791687,0.17
135,2.2941079139709473,0.16
136,2.296705722808838,0.17
137,2.282198667526245,0.19
138,2.2697057723999023,0.19
139,2.300741672515869,0.18
140,2.2936928272247314,0.17
141,2.304387092590332,0.17
142,2.2911040782928467,0.17
143,2.2813720703125,0.17
144,2.2740581035614014,0.17
145,2.309269428253174,0.18
146,2.32175612449646,0.19
147,2.3218464851379395,0.19
148,2.318352222442627,0.2
149,2.2833971977233887,0.2
150,2.3019111156463623,0.2
151,2.285332679748535,0.2
152,2.2900774478912354,0.2
153,2.2910680770874023,0.2
154,2.2891554832458496,0.2
155,2.2839889526367188,0.2
156,2.267383098602295,0.21
157,2.3063385486602783,0.19
158,2.302363872528076,0.21
159,2.29384183883667,0.22
160,2.2979564666748047,0.25
161,2.307060718536377,0.23
162,2.271310806274414,0.19
163,2.309129476547241,0.19
164,2.265411615371704,0.16
165,2.305910110473633,0.16
166,2.3022189140319824,0.15
167,2.274048328399658,0.15
168,2.291564702987671,0.14
169,2.28342866897583,0.13
170,2.3057000637054443,0.12
171,2.308168649673462,0.11
172,2.2842772006988525,0.11
173,2.272289276123047,0.1
174,2.2760226726531982,0.1
175,2.3033933639526367,0.1
176,2.303521156311035,0.1
177,2.2639658451080322,0.1
178,2.282994031906128,0.1
179,2.2813663482666016,0.1
180,2.3119897842407227,0.1
181,2.2866411209106445,0.1
182,2.2967028617858887,0.1
183,2.293586015701294,0.1
184,2.2656679153442383,0.1
185,2.262937068939209,0.1
186,2.2944514751434326,0.1
187,2.3037636280059814,0.1
