epoch,loss,acc
0,2.3183071613311768,0.1
1,2.2765862941741943,0.1
2,2.278733491897583,0.1
3,2.3252124786376953,0.1
4,2.3042891025543213,0.1
5,2.3198418617248535,0.1
6,2.277204990386963,0.1
7,2.2970921993255615,0.1
8,2.305840492248535,0.1
9,2.3143370151519775,0.1
10,2.2899444103240967,0.1
11,2.298682451248169,0.1
12,2.2866616249084473,0.1
13,2.301497220993042,0.1
14,2.296602725982666,0.1
15,2.2982337474823,0.1
16,2.2970285415649414,0.1
17,2.306772470474243,0.1
18,2.3137662410736084,0.1
19,2.2997891902923584,0.1
20,2.327277421951294,0.1
21,2.340135097503662,0.1
22,2.3237462043762207,0.1
23,2.3320116996765137,0.1
24,2.29255747795105,0.1
25,2.3111324310302734,0.1
26,2.285769462585449,0.1
27,2.2874183654785156,0.1
28,2.3066511154174805,0.1
29,2.2891407012939453,0.1
30,2.309502601623535,0.1
31,2.30155086517334,0.1
32,2.3298394680023193,0.1
33,2.292990207672119,0.101
34,2.2842628955841064,0.101
35,2.2664847373962402,0.1
36,2.2978169918060303,0.1
37,2.3119707107543945,0.105
38,2.3204774856567383,0.103
39,2.309669017791748,0.102
40,2.310800552368164,0.102
41,2.2816762924194336,0.104
42,2.3129918575286865,0.105
43,2.298144817352295,0.101
44,2.3037538528442383,0.101
45,2.2740185260772705,0.101
46,2.2924821376800537,0.101
47,2.2981550693511963,0.101
48,2.269775867462158,0.101
49,2.30950927734375,0.1
50,2.273143768310547,0.1
51,2.290769577026367,0.1
52,2.300896644592285,0.1
53,2.328242540359497,0.1
54,2.3205695152282715,0.1
55,2.2892704010009766,0.1
56,2.272270679473877,0.1
57,2.2790780067443848,0.1
58,2.2992663383483887,0.1
59,2.272226095199585,0.1
60,2.342695713043213,0.1
61,2.3225882053375244,0.1
62,2.324967384338379,0.1
63,2.3077547550201416,0.1
64,2.309246301651001,0.1
65,2.261357545852661,0.1
66,2.2969391345977783,0.1
67,2.3054068088531494,0.1
68,2.322019577026367,0.1
69,2.3147101402282715,0.1
70,2.2913765907287598,0.1
71,2.293642997741699,0.1
72,2.3192477226257324,0.1
73,2.285475015640259,0.1
74,2.329294204711914,0.1
75,2.306124687194824,0.1
76,2.339843273162842,0.1
77,2.3153233528137207,0.1
78,2.2939648628234863,0.1
79,2.3290984630584717,0.1
80,2.2890801429748535,0.1
81,2.2818682193756104,0.1
82,2.294806957244873,0.1
83,2.293233871459961,0.1
84,2.301311492919922,0.1
85,2.29636549949646,0.1
86,2.313770294189453,0.101
87,2.293937921524048,0.101
88,2.2945685386657715,0.101
89,2.3036856651306152,0.101
90,2.309631586074829,0.101
91,2.327117681503296,0.101
92,2.280822992324829,0.101
93,2.275350570678711,0.101
94,2.3159613609313965,0.103
95,2.2872979640960693,0.103
96,2.3046743869781494,0.103
97,2.3369715213775635,0.101
98,2.3022427558898926,0.101
99,2.2912559509277344,0.101
100,2.313502788543701,0.104
101,2.291870594024658,0.105
102,2.285288095474243,0.105
103,2.2874131202697754,0.105
104,2.298820734024048,0.104
105,2.301591157913208,0.102
106,2.2899253368377686,0.101
107,2.2762954235076904,0.101
108,2.27878475189209,0.101
109,2.3167033195495605,0.101
110,2.329977512359619,0.101
111,2.263916492462158,0.101
112,2.293992757797241,0.102
113,2.302968978881836,0.103
114,2.275845527648926,0.099
115,2.2858457565307617,0.101
116,2.301882266998291,0.099
117,2.3035240173339844,0.097
118,2.2981009483337402,0.098
119,2.303903102874756,0.099
120,2.304567337036133,0.099
121,2.258470058441162,0.099
122,2.285337448120117,0.095
123,2.259188652038574,0.097
124,2.28459095954895,0.099
125,2.2919294834136963,0.101
126,2.2774970531463623,0.099
127,2.263392210006714,0.099
128,2.286231279373169,0.099
129,2.301882266998291,0.099
130,2.3031649589538574,0.101
131,2.2745413780212402,0.101
132,2.3088603019714355,0.101
133,2.3017401695251465,0.1
134,2.304403305053711,0.099
135,2.309013605117798,0.1
136,2.285473346710205,0.104
137,2.303703784942627,0.102
138,2.3104352951049805,0.101
139,2.3261239528656006,0.101
140,2.258737564086914,0.102
141,2.292039394378662,0.101
142,2.2888755798339844,0.101
143,2.3177573680877686,0.101
144,2.331726312637329,0.101
145,2.281334400177002,0.102
146,2.2959342002868652,0.101
147,2.293745756149292,0.101
148,2.294792413711548,0.102
149,2.3247408866882324,0.104
150,2.2935397624969482,0.104
151,2.2974929809570312,0.102
152,2.294630527496338,0.102
153,2.3036088943481445,0.104
154,2.292990207672119,0.102
155,2.2829551696777344,0.102
156,2.2983288764953613,0.104
157,2.300450325012207,0.104
158,2.290330171585083,0.104
159,2.325411319732666,0.101
160,2.285061836242676,0.101
161,2.296146869659424,0.1
162,2.3113930225372314,0.1
163,2.3086187839508057,0.102
164,2.2841572761535645,0.1
165,2.3174827098846436,0.1
166,2.292733669281006,0.103
167,2.301982879638672,0.101
168,2.3019092082977295,0.103
169,2.305569648742676,0.1
170,2.3106746673583984,0.101
171,2.2932944297790527,0.104
172,2.2871315479278564,0.105
173,2.2792370319366455,0.104
174,2.293195962905884,0.105
175,2.2734670639038086,0.11
176,2.300222635269165,0.12
177,2.3237483501434326,0.133
178,2.2888171672821045,0.139
179,2.282914876937866,0.135
180,2.2752175331115723,0.131
181,2.2819504737854004,0.114
182,2.298790216445923,0.107
183,2.3029561042785645,0.105
184,2.282679319381714,0.106
185,2.2949461936950684,0.104
186,2.3061113357543945,0.102
187,2.261462688446045,0.101
188,2.3133034706115723,0.102
189,2.2918779850006104,0.102
190,2.300957679748535,0.101
191,2.274850606918335,0.101
192,2.2702696323394775,0.101
193,2.3178791999816895,0.101
194,2.3163158893585205,0.1
195,2.2741167545318604,0.1
196,2.307544708251953,0.1
197,2.2783660888671875,0.1
198,2.30068302154541,0.1
199,2.285654306411743,0.1
200,2.294983148574829,0.1
201,2.288400173187256,0.1
202,2.2889206409454346,0.1
203,2.3031704425811768,0.1
204,2.2711424827575684,0.101
205,2.28499174118042,0.101
206,2.3011817932128906,0.102
207,2.2899537086486816,0.102
208,2.3051278591156006,0.103
209,2.276367664337158,0.103
210,2.29703426361084,0.103
211,2.303640365600586,0.108
212,2.2662501335144043,0.111
213,2.28041934967041,0.121
214,2.2767670154571533,0.123
215,2.2673850059509277,0.131
216,2.313693046569824,0.131
217,2.2710444927215576,0.134
218,2.275428533554077,0.136
219,2.288977861404419,0.136
220,2.2734603881835938,0.137
221,2.2656588554382324,0.135
222,2.3018152713775635,0.131
223,2.3182480335235596,0.131
224,2.3201324939727783,0.129
225,2.2990167140960693,0.131
226,2.28336238861084,0.131
227,2.2789552211761475,0.125
228,2.2776401042938232,0.121
229,2.3028104305267334,0.112
230,2.3075084686279297,0.112
231,2.3082611560821533,0.112
232,2.298400402069092,0.11
233,2.3217310905456543,0.112
234,2.307765007019043,0.121
235,2.302630662918091,0.12
236,2.2741482257843018,0.11
237,2.297332525253296,0.109
238,2.289081573486328,0.105
239,2.294997215270996,0.106
240,2.2807321548461914,0.106
241,2.2801854610443115,0.11
242,2.281057357788086,0.11
243,2.26930832862854,0.11
244,2.2844998836517334,0.11
245,2.3102333545684814,0.11
246,2.303903818130493,0.105
247,2.285905122756958,0.104
248,2.3133010864257812,0.103
249,2.2891616821289062,0.103
250,2.3015036582946777,0.103
251,2.302736759185791,0.103
252,2.2849817276000977,0.103
253,2.3140251636505127,0.103
254,2.2743337154388428,0.109
255,2.3017678260803223,0.123
256,2.2974045276641846,0.14
257,2.2761759757995605,0.153
258,2.287338972091675,0.157
259,2.294764757156372,0.156
260,2.2904117107391357,0.154
261,2.289196491241455,0.152
262,2.277306079864502,0.141
263,2.2999649047851562,0.139
