epoch,loss,test_loss(cost),wight,n_grad
16, 335.8447791845064, 403.2733526491411, [ 0.32480581 40.44907836 -1.03151116], [-2.05414393 -3.22829608  7.7066344 ]
17, 470.7020382935997, 403.3233962540842, [ 0.33592675 40.45342346 -1.02992837], [11.12093449  4.34510478  1.58278733]
18, 250.34848819969935, 403.3261814084633, [ 0.33715611 40.44900601 -1.03599023], [ 1.22935791 -4.41745256 -6.06185872]
19, 383.92018860638325, 403.30650611058877, [ 0.33117908 40.44766033 -1.03740637], [-5.9770284  -1.34568254 -1.41614048]
20, 368.5463879739514, 403.34526213631636, [ 0.32640868 40.45539106 -1.04079999], [-4.7704005   7.73073173 -3.39362263]
21, 410.8244013899305, 403.3409113073795, [ 0.32741078 40.46010787 -1.03206364], [1.0021039  4.71680844 8.73634769]
22, 540.2574512935993, 403.29831194691184, [ 0.32600409 40.44839983 -1.03831282], [ -1.40669104 -11.70803727  -6.24917513]
23, 302.90763323978655, 403.301241042277, [ 0.32306922 40.45085995 -1.03797661], [-2.93487134  2.46011726  0.33620727]
24, 349.69439697000234, 403.30470564998575, [ 0.31481085 40.46005145 -1.03243074], [-8.25836574  9.19149856  5.54586997]
25, 364.16131906212445, 403.2931112266755, [ 0.3134316  40.45782891 -1.03355958], [-1.37925374 -2.22253308 -1.12883542]
26, 420.7098094613244, 403.27978555241293, [ 0.32378535 40.44995043 -1.03284778], [10.35374895 -7.87848301  0.71179804]
27, 457.4076668211667, 403.2451909787072, [ 0.31584453 40.4534297  -1.02481655], [-7.94081705  3.47927405  8.03122558]
28, 330.59880236127356, 403.2979226931261, [ 0.32438214 40.45945836 -1.02369084], [8.53761106 6.02865977 1.1257158 ]
29, 275.4980843689336, 403.2999649312571, [ 0.33183493 40.45417095 -1.02578631], [ 7.45278644 -5.28741817 -2.09547661]
30, 291.52784957150334, 403.30898793107997, [ 0.33496715 40.45679731 -1.02192624], [3.13222528 2.62636795 3.86007073]
31, 376.7145979834667, 403.29189246788934, [ 0.33414265 40.45288841 -1.02353103], [-0.82450097 -3.90889862 -1.60478519]
32, 325.85270486165274, 403.26060660166405, [ 0.32972819 40.45372551 -1.01734304], [-4.41446577  0.8370978   6.18798571]
33, 351.5314943444833, 403.2479841808997, [ 0.3321156  40.45030367 -1.01684596], [ 2.38741427 -3.42184547  0.49708263]
34, 346.00977456259875, 403.24470997558177, [ 0.33560816 40.44854202 -1.01561598], [ 3.49256011 -1.76164264  1.22998147]
35, 382.2049970530282, 403.24254109262125, [ 0.33696345 40.44675666 -1.01647387], [ 1.3552917  -1.78536116 -0.85788936]
36, 456.0881115691598, 403.28204141181186, [ 0.34202624 40.44158475 -1.03054301], [  5.062789    -5.17191263 -14.0691381 ]
37, 313.99349626808674, 403.34845303658943, [ 0.34769132 40.45161094 -1.02972671], [ 5.6650782  10.02619091  0.81629613]
38, 497.21251938641916, 403.3166277522947, [ 0.34687335 40.44676179 -1.02863208], [-0.81797573 -4.84915586  1.09463074]
39, 347.7955890465879, 403.34366707806856, [ 0.35525478 40.44541851 -1.03102082], [ 8.38143125 -1.34327464 -2.38874525]
40, 433.8970658614551, 403.33947374350805, [ 0.35009766 40.45135628 -1.02565518], [-5.15711965  5.93777257  5.36564859]
41, 366.22266437112376, 403.3540500679183, [ 0.36047541 40.44814047 -1.0256515 ], [ 1.03777545e+01 -3.21581166e+00  3.67343418e-03]
42, 304.1889146390848, 403.3652204489142, [ 0.35938529 40.4466228  -1.03176817], [-1.09012612 -1.517668   -6.11667057]
43, 284.61598796065664, 403.421731536142, [ 0.36348841 40.45632919 -1.02992885], [4.10312636 9.70638543 1.83932398]
44, 430.97170310536467, 403.3941270389966, [ 0.36649053 40.4533474  -1.02415774], [ 3.0021195  -2.98178922  5.77110774]
45, 254.89050425978385, 403.4353741050251, [ 0.36882633 40.45611712 -1.02951394], [ 2.33579908  2.7697206  -5.35619632]
46, 278.2298352431724, 403.428781016398, [ 0.36417696 40.45908319 -1.0273388 ], [-4.64936772  2.96607004  2.17513685]
47, 428.0285791975197, 403.39248018968976, [ 0.35254927 40.46192766 -1.02296629], [-11.62769082   2.84446429   4.37250684]
48, 303.33141218046205, 403.38337016460974, [ 0.3547076  40.46255252 -1.01777755], [2.15832724 0.62486474 5.18874142]
49, 402.1425209800982, 403.3244549477919, [ 0.34276764 40.46218137 -1.01198883], [-11.93996067  -0.37115484   5.78872005]
50, 497.3027322433876, 403.41931357831584, [ 0.34605244 40.47820746 -1.01213273], [ 3.28479693 16.02609726 -0.14389738]
51, 412.74647793614236, 403.43014125106913, [ 0.35423684 40.48285771 -1.00151173], [ 8.18440821  4.65024765 10.62100327]
52, 343.8443330085275, 403.44551722910546, [ 0.36060306 40.47855941 -1.00673582], [ 6.36621634 -4.29829902 -5.22409383]
53, 366.5180551876867, 403.44257255175376, [ 0.36035606 40.47814613 -1.00673276], [-0.24700044 -0.41327745  0.00305968]
54, 333.79473231411356, 403.4838677997292, [ 0.36044638 40.4858028  -1.00686669], [ 0.09032274  7.65666738 -0.1339327 ]
55, 373.8542458592059, 403.49632851124056, [ 0.36261875 40.49191134 -0.99951524], [2.17236458 6.10854359 7.35145628]
56, 285.29765897404644, 403.470213199184, [ 0.3579091  40.49220549 -0.99578719], [-4.70964493  0.29414464  3.72805076]
57, 304.12018163206943, 403.5184310265838, [ 0.36001506 40.50048581 -0.99516627], [2.10596164 8.28032147 0.6209151 ]
58, 425.05029712132506, 403.50855772083383, [ 0.359985   40.49787629 -0.99631331], [-0.03006454 -2.60951742 -1.14703572]
59, 349.34480868301017, 403.48221178323087, [ 0.36188247 40.49126762 -0.99716533], [ 1.89747168 -6.60867065 -0.85202773]
60, 280.9983371465689, 403.47293336225744, [ 0.35739486 40.4909748  -0.99879216], [-4.48760727 -0.29282289 -1.62682966]
61, 426.4954652737931, 403.4477123750132, [ 0.36210686 40.48569101 -0.99561425], [ 4.7120011  -5.28379434  3.17791748]
62, 359.01869728253683, 403.47455430353295, [ 0.37278194 40.48188467 -0.9996472 ], [10.67507414 -3.80633209 -4.03295478]
63, 391.5334248782469, 403.47679753662874, [ 0.37228057 40.47883483 -1.00515828], [-0.50136789 -3.04984236 -5.51107659]
64, 324.6575867048529, 403.46015575088956, [ 0.36775979 40.48279612 -0.99856214], [-4.52078322  3.9612898   6.59613901]
65, 380.80433746777305, 403.50868777824377, [ 0.37578569 40.48248597 -1.00567059], [ 8.02590469 -0.31015059 -7.10845212]
66, 348.5410335653822, 403.4740424270621, [ 0.37611233 40.47762294 -1.00292722], [ 0.32663397 -4.86303263  2.74336894]
67, 306.95022413220244, 403.46843517176734, [ 0.37849301 40.48097413 -0.9944359 ], [2.38068034 3.35119546 8.49132337]
68, 334.17205520860944, 403.4581869301721, [ 0.38035314 40.47794267 -0.99445755], [ 1.86013115 -3.03146077 -0.02165129]
69, 428.2545866617245, 403.42901385836683, [ 0.37853522 40.47263199 -0.99569181], [-1.81791359 -5.31068679 -1.23425724]
70, 445.92913150464113, 403.45550724163144, [ 0.37680818 40.47748085 -0.99740909], [-1.72704139  4.84886652 -1.71728595]
71, 303.637584739896, 403.4426123068334, [ 0.37647003 40.47357546 -0.99983908], [-0.3381568  -3.90539278 -2.42998561]
72, 282.6602973554055, 403.4238801514366, [ 0.38364399 40.46786417 -0.99688512], [ 7.17396816 -5.71128758  2.95396341]
73, 323.01451670196315, 403.3899297365462, [ 0.37646268 40.46824628 -0.9930178 ], [-7.18131357  0.38211106  3.86731471]
74, 432.1964438546861, 403.39023446429235, [ 0.3726191  40.46941389 -0.99466027], [-3.84358108  1.16760518 -1.64246789]
75, 458.03914894476014, 403.33389453879556, [ 0.37350769 40.45743147 -0.9957523 ], [  0.88859534 -11.9824137   -1.09203334]
76, 352.8355271537329, 403.33804883915406, [ 0.36305549 40.45883125 -1.00369694], [-10.45220353   1.39977745  -7.94463423]
77, 288.89806323953627, 403.3300917735626, [ 0.36284239 40.45765993 -1.00337466], [-0.21310005 -1.17132592  0.32228014]
78, 358.5381966139654, 403.31767514597436, [ 0.35935417 40.46175193 -0.99690759], [-3.48821661  4.09200863  6.46706346]
79, 388.6562922614568, 403.246155873499, [ 0.35434531 40.4572662  -0.98776086], [-5.00886326 -4.48573018  9.14673472]
80, 528.9076787021849, 403.28775251614206, [ 0.3674469  40.46195397 -0.98141448], [13.10158517  4.68776107  6.34637828]
81, 425.1730192558446, 403.2760059811436, [ 0.35922484 40.46192812 -0.98514392], [-8.22205858 -0.02584977 -3.7294439 ]
82, 448.4585128933367, 403.26224671694564, [ 0.35664936 40.4648028  -0.97923495], [-2.57547272  2.87468291  5.90897201]
83, 342.21294046700973, 403.26125752525064, [ 0.3640937  40.45773166 -0.98305506], [ 7.44433546 -7.07114127 -3.82010783]
84, 316.22522101335437, 403.29194412626, [ 0.36698453 40.46388909 -0.98013268], [2.89083294 6.1574334  2.92238138]
85, 454.8734445549786, 403.2930410388968, [ 0.37106784 40.46217072 -0.97948827], [ 4.08330527 -1.71837498  0.64441169]
86, 451.4452544760599, 403.3246061564636, [ 0.38048014 40.46333538 -0.97855391], [9.41230407 1.16466098 0.93435922]
87, 288.7900491469074, 403.2613798328521, [ 0.37977964 40.45705791 -0.97065309], [-0.70050255 -6.27746732  7.90081605]
88, 335.9962108155133, 403.28226932298196, [ 0.37910649 40.45993621 -0.97286212], [-0.67314616  2.87829891 -2.20902384]
89, 381.50477100754034, 403.3636347616573, [ 0.3828207  40.4661073  -0.98338744], [  3.71420139   6.1710961  -10.52532825]
90, 388.65510226635143, 403.40111589050275, [ 0.38432144 40.4737619  -0.98129942], [1.50074426 7.65460028 2.08801878]
91, 415.7891601898568, 403.3889568281497, [ 0.37952712 40.47498733 -0.98020442], [-4.79432379  1.22542297  1.09500183]
92, 298.1433921799492, 403.432896633015, [ 0.38038684 40.47965639 -0.98485717], [ 0.85972317  4.66906251 -4.65274765]
93, 333.1135983490739, 403.39418947767837, [ 0.37954253 40.47952592 -0.97493073], [-0.84430618 -0.13047177  9.92644301]
94, 455.22654845001983, 403.4570201332136, [ 0.37898618 40.48936482 -0.97841129], [-0.5563543   9.83890261 -3.4805574 ]
95, 410.29026051770575, 403.430633014013, [ 0.37537211 40.48390748 -0.98222433], [-3.61407026 -5.45733906 -3.81304842]
96, 238.13767428192608, 403.40338593661147, [ 0.37498904 40.47548137 -0.98739272], [-0.38307075 -8.42611063 -5.1683844 ]
97, 398.843428211672, 403.43060523232253, [ 0.37869327 40.47805978 -0.98802338], [ 3.70422818  2.57840884 -0.63066203]
98, 314.3934367638284, 403.39930107466944, [ 0.37634057 40.47715057 -0.98263259], [-2.35269556 -0.9092124   5.39079312]
99, 442.253598605183, 403.4102451015944, [ 0.38154604 40.47843137 -0.97933652], [5.20547098 1.28080727 3.29607128]
100, 438.1902706001793, 403.36961123640947, [ 0.37524923 40.46908094 -0.98716614], [-6.29680691 -9.35043424 -7.82962145]
101, 359.84675410719217, 403.43600489099504, [ 0.38358631 40.47437891 -0.99076019], [ 8.33708065  5.29797407 -3.59405454]
102, 257.842004431625, 403.4181424218965, [ 0.38813031 40.47311405 -0.98373727], [ 4.54399121 -1.26486435  7.02291743]
103, 393.6766689923856, 403.40256406475237, [ 0.3930809  40.47014482 -0.97948274], [ 4.95059177 -2.96922748  4.25453799]
104, 392.71449158290665, 403.36587902764666, [ 0.38657785 40.46480171 -0.98270341], [-6.50304665 -5.34311762 -3.22066996]
105, 282.1901222571853, 403.3620625378928, [ 0.38200413 40.46973192 -0.97830654], [-4.57372315  4.93021233  4.39686262]
106, 221.05188658772124, 403.3508042490464, [ 0.37834851 40.46748373 -0.98160974], [-3.65561818 -2.24819146 -3.3031948 ]
107, 312.34628914290334, 403.3678866771797, [ 0.38889014 40.46684354 -0.97826383], [10.54162968 -0.64018661  3.34591021]
108, 336.8129302985835, 403.45158499955915, [ 0.38705929 40.47887454 -0.98550307], [-1.83084612 12.03100418 -7.23923977]
109, 371.12534077450124, 403.48430438552435, [ 0.39247591 40.48191188 -0.98548521], [5.41661365 3.03733389 0.01785472]
110, 390.2054747259879, 403.45563215474385, [ 0.38980618 40.47666249 -0.98753009], [-2.66973046 -5.24939056 -2.04487264]
111, 389.3123078343607, 403.4572556660486, [ 0.39312689 40.47306473 -0.99041297], [ 3.32070945 -3.59775608 -2.88288479]
112, 368.64431977032376, 403.52716422787256, [ 0.39823337 40.48312995 -0.99066106], [ 5.10647897 10.06521473 -0.24808966]
113, 464.03170498947395, 403.54290498528076, [ 0.39894472 40.48300932 -0.99459879], [ 0.71135648 -0.12062093 -3.93772588]
114, 419.50303099041196, 403.518480967934, [ 0.38467291 40.48129051 -1.00258352], [-14.27180672  -1.71881176  -7.98473339]
115, 322.8284071716996, 403.53045451434855, [ 0.38375751 40.48119595 -1.00680833], [-0.91540603 -0.09456645 -4.22481031]
116, 365.40900873713434, 403.4779914612828, [ 0.37444976 40.47913113 -1.00322176], [-9.30774621 -2.06481212  3.5865649 ]
117, 398.2148184127982, 403.44534973130385, [ 0.3722158  40.47971438 -0.99520813], [-2.23395798  0.58325059  8.01363046]
118, 328.90469632472656, 403.4255513741618, [ 0.37092638 40.48022152 -0.99004569], [-1.28942038  0.50713257  5.16244092]
119, 312.33376280071315, 403.3919037845953, [ 0.36963393 40.47421285 -0.99061544], [-1.29245858 -6.00866324 -0.56974685]
120, 247.67522135710996, 403.3624698859741, [ 0.3665551  40.47271619 -0.98722149], [-3.07883035 -1.49666639  3.39395174]
121, 378.0274429345766, 403.3970382744004, [ 0.35769989 40.47909598 -0.99494382], [-8.85520799  6.37979425 -7.72232788]
122, 439.5153547516241, 403.2535700664638, [ 0.35476393 40.45784381 -0.98863246], [ -2.93596219 -21.25217021   6.31135154]
123, 360.0231470071235, 403.16047729835634, [ 0.34469855 40.45433623 -0.97617576], [-10.06537779  -3.50758446  12.45670726]
124, 308.2085135683869, 403.2031034840189, [ 0.35042649 40.45332296 -0.98480275], [ 5.72794672 -1.01326258 -8.62699671]
125, 380.7891098572247, 403.15275206774857, [ 0.34195009 40.4468128  -0.98735654], [-8.476407   -6.51016517 -2.55378424]
126, 389.2840094580679, 403.1719368178048, [ 0.33949296 40.45167503 -0.98766253], [-2.45712941  4.86222815 -0.30598824]
127, 417.619423878903, 403.155491682533, [ 0.33683502 40.44915492 -0.98896818], [-2.65794044 -2.52010707 -1.30564858]
128, 309.227829816181, 403.1472733056477, [ 0.33692503 40.45159026 -0.98302623], [0.09000864 2.43534055 5.94194296]
129, 428.9815002786548, 403.13614219115976, [ 0.33215046 40.45464977 -0.97938838], [-4.77457005  3.05950914  3.63785708]
130, 181.170489934063, 403.1745492382345, [ 0.33623402 40.45921413 -0.98004012], [ 4.08356866  4.56435577 -0.65174675]
131, 377.62524135514025, 403.2460578777356, [ 0.34488373 40.46287232 -0.98745309], [ 8.64970909  3.6581892  -7.41296613]
132, 295.1212290410579, 403.21549251495276, [ 0.34842139 40.45709949 -0.98441581], [ 3.5376599  -5.77282403  3.0372766 ]
133, 445.85174177395277, 403.2364545996418, [ 0.34858385 40.45572652 -0.99214616], [ 0.16245174 -1.37297115 -7.73034816]
134, 303.5395360103653, 403.25411401563224, [ 0.34529938 40.46042788 -0.99293926], [-3.28446851  4.70136122 -0.79309652]
135, 295.6012895947074, 403.2387433200709, [ 0.34937265 40.4564747  -0.99102947], [ 4.07327294 -3.95318173  1.90978626]
136, 473.145205749363, 403.31507715457633, [ 0.35883645 40.46048455 -0.99847013], [ 9.46380284  4.00985018 -7.44066182]
137, 308.25045910206416, 403.3347351484125, [ 0.35361213 40.46658731 -0.99940156], [-5.22431942  6.10276098 -0.93142828]
138, 521.6318747182354, 403.3184923093374, [ 0.35142148 40.46179711 -1.0037135 ], [-2.19065039 -4.79020165 -4.31193522]
139, 325.80645666668073, 403.37809329558326, [ 0.35137147 40.4691112  -1.00959301], [-0.05001727  7.31408922 -5.87951748]
140, 244.35670729100937, 403.39320239589307, [ 0.35491923 40.47036372 -1.00898709], [3.5477631  1.25251904 0.60592176]
141, 422.32896502742716, 403.3715318379771, [ 0.35037744 40.46024192 -1.02144723], [ -4.54179323 -10.12179813 -12.46014053]
142, 466.4618334580254, 403.397062473478, [ 0.35692803 40.46219514 -1.02020798], [6.55059166 1.9532208  1.23925648]
143, 318.0246855582019, 403.364736838721, [ 0.35125626 40.46413617 -1.01322715], [-5.67176499  1.94102867  6.98082842]
144, 367.7162072438693, 403.3850164927511, [ 0.34284485 40.4703669  -1.01673816], [-8.41140813  6.23073106 -3.51101618]
145, 384.15480552402806, 403.4107284691927, [ 0.34716916 40.47282631 -1.01667232], [4.32430863 2.45941284 0.06584699]
146, 464.1762530183603, 403.3905818914498, [ 0.34757157 40.47538925 -1.00705194], [0.40240731 2.56293826 9.62037354]
147, 312.8008965418141, 403.3424953000753, [ 0.3525981  40.46897876 -0.99890811], [ 5.02652635 -6.41049276  8.14383108]
148, 329.65727680523594, 403.29841960268146, [ 0.34692422 40.46875631 -0.99171747], [-5.67387567 -0.22244451  7.19064539]
149, 338.13595723412675, 403.2839582601048, [ 0.34605349 40.46999184 -0.98658961], [-0.87072682  1.2355252   5.1278535 ]
150, 353.82483812167715, 403.2806103932404, [ 0.34120415 40.47607276 -0.98072308], [-4.84934195  6.08092489  5.86653583]
151, 311.47623737256, 403.2601707455623, [ 0.33473155 40.47398022 -0.98350014], [-6.47260506 -2.09254139 -2.77706225]
152, 449.6877319952622, 403.2709030535828, [ 0.34107014 40.4734986  -0.98192684], [ 6.33858995 -0.48162681  1.57330267]
153, 349.42940602473374, 403.27708321297496, [ 0.35149668 40.46844832 -0.98236683], [10.42654501 -5.050278   -0.43999703]
154, 477.17901532250784, 403.27808327070846, [ 0.34671994 40.47140845 -0.98229346], [-4.77673998  2.96013205  0.0733701 ]
155, 453.0391789043474, 403.28260263044234, [ 0.35301051 40.46723161 -0.98443149], [ 6.2905713  -4.1768364  -2.13802224]
156, 358.29449728842155, 403.2718686015791, [ 0.35981313 40.46223969 -0.98303008], [ 6.8026179  -4.99192685  1.40140167]
157, 355.87748037986375, 403.29060693921815, [ 0.36214722 40.46537526 -0.98168099], [2.33408471 3.13557036 1.34909208]
158, 399.11186135269156, 403.2852057508728, [ 0.35406993 40.47006177 -0.9800882 ], [-8.07728516  4.6865158   1.59279552]
159, 237.10872018585806, 403.27724999041027, [ 0.35396745 40.4732357  -0.97323215], [-0.10247718  3.17392906  6.85604826]
160, 337.1012518885548, 403.2341296167587, [ 0.35471865 40.46831466 -0.96775116], [ 0.75119578 -4.92104207  5.48098464]
161, 377.43378027131934, 403.2655935109097, [ 0.36029456 40.46931837 -0.9703904 ], [ 5.57590739  1.0037112  -2.63924075]
162, 311.88980081330135, 403.1908348326082, [ 0.36213034 40.4564816  -0.96677015], [  1.83578859 -12.83676777   3.62025173]
163, 349.9815029203318, 403.17736089667125, [ 0.3678557  40.45376831 -0.96207096], [ 5.72535727 -2.71329156  4.69918853]
164, 329.76774388618287, 403.1547759461693, [ 0.3648902  40.45419134 -0.95759066], [-2.96550505  0.42303071  4.48030316]
165, 393.068041041365, 403.15810495965263, [ 0.36142876 40.45665685 -0.95784143], [-3.46143351  2.46550552 -0.25076796]
166, 422.81167607211233, 403.14800826415683, [ 0.36007667 40.45230741 -0.96260085], [-1.35209232 -4.34943784 -4.75942386]
167, 489.9673218094928, 403.15016884134684, [ 0.35918137 40.45537037 -0.95943112], [-0.89530064  3.06295891  3.16973008]
168, 373.57713954922224, 403.1249065462741, [ 0.34957685 40.45754456 -0.95722691], [-9.60452333  2.17418757  2.20420726]
169, 419.0953053493891, 403.17862927841884, [ 0.3497405  40.46391535 -0.96283472], [ 0.16365683  6.37079683 -5.60780812]
170, 329.37143578351703, 403.159043737365, [ 0.3442127  40.46005303 -0.96772352], [-5.527806   -3.862324   -4.88879471]
171, 495.28241665083135, 403.08748207087194, [ 0.33567251 40.45730836 -0.9587395 ], [-8.54019166 -2.7446677   8.98401971]
172, 448.54128133424587, 403.05770928818407, [ 0.32545173 40.45908177 -0.95622739], [-10.22077347   1.77341344   2.51210855]
173, 470.45451209647706, 403.06246827233946, [ 0.31897418 40.45990529 -0.96177325], [-6.47755644  0.82351927 -5.54585636]
174, 286.5394641230443, 403.00319899631353, [ 0.31256013 40.45346208 -0.95988134], [-6.41405021 -6.44321228  1.89190385]
175, 307.98555275521034, 402.9393586844059, [ 0.30869583 40.44325295 -0.96012602], [ -3.864298   -10.20913032  -0.24468115]
176, 447.8479818400798, 402.9435791296862, [ 0.31326457 40.44610946 -0.95327302], [4.5687372  2.85650874 6.85300468]
177, 303.8050832962554, 403.0010370892333, [ 0.31726147 40.44990492 -0.96064947], [ 3.9969055   3.79545854 -7.37645291]
178, 450.411841669442, 403.0120454425427, [ 0.31642501 40.45185117 -0.96157874], [-0.8364654   1.94625531 -0.92926388]
179, 345.9382097980431, 403.0544764517606, [ 0.31608947 40.46320686 -0.95696875], [-0.33553769 11.35568598  4.60998914]
180, 390.3268185061003, 403.0144092655516, [ 0.3191295  40.45695098 -0.95237481], [ 3.04003544 -6.25588339  4.59394033]
181, 348.1279046862122, 403.045849802317, [ 0.32718572 40.46186216 -0.94720753], [8.05621781 4.91118326 5.16727665]
182, 415.8137498057874, 403.06499440961204, [ 0.32311741 40.47093371 -0.94243127], [-4.06831249  9.07155312  4.77626226]
183, 317.5116134504843, 403.05857021790894, [ 0.31476643 40.47343316 -0.94382814], [-8.35097539  2.49944722 -1.39687743]
184, 364.6589688000885, 402.9941694019206, [ 0.31575921 40.46319292 -0.94000229], [  0.99277532 -10.24024409   3.82585115]
185, 327.94422039281085, 403.0318197742074, [ 0.31604867 40.46640561 -0.94571401], [ 0.28945648  3.21269854 -5.71171983]
186, 309.3841265094289, 403.07839358606543, [ 0.314358   40.47256003 -0.95117057], [-1.69066494  6.15441476 -5.45655664]
187, 399.157261288458, 403.1112595377363, [ 0.32110892 40.47236073 -0.95520353], [ 6.75091794 -0.19929706 -4.0329561 ]
188, 396.2250009548259, 403.0461238492924, [ 0.31664775 40.46788634 -0.94707452], [-4.46116959 -4.47438965  8.12900131]
189, 262.3661426725388, 403.05933679433076, [ 0.32517096 40.46333946 -0.95054202], [ 8.52321557 -4.54687816 -3.46749188]
190, 394.8021287263704, 403.0527531115678, [ 0.32383763 40.46190319 -0.95194156], [-1.33333198 -1.43627443 -1.3995459 ]
191, 261.49995150417783, 403.0771452334658, [ 0.32823944 40.46492657 -0.95065708], [4.40181101 3.02338226 1.28448395]
192, 415.7495280841113, 402.9868712099267, [ 0.31489942 40.45662919 -0.94852897], [-13.34002327  -8.29738528   2.12810812]
193, 311.4245552900374, 402.9887244160397, [ 0.31338046 40.45960981 -0.94584761], [-1.51895836  2.98062538  2.68136224]
194, 319.3062753750761, 402.9866365258497, [ 0.30553717 40.46314561 -0.94647108], [-7.84328747  3.53579438 -0.62346908]
195, 389.99253055099865, 403.0375467071095, [ 0.31127745 40.46737105 -0.94989145], [ 5.74027917  4.22544673 -3.42037687]
196, 416.12583524654343, 403.0227920099899, [ 0.314104  40.4617778 -0.9517316], [ 2.8265496  -5.59325107 -1.8401419 ]
197, 304.8188234490546, 403.0264200675202, [ 0.31673293 40.45857782 -0.95537063], [ 2.62892743 -3.19998001 -3.6390312 ]
198, 396.1510069183363, 403.02220298736165, [ 0.31027597 40.46457081 -0.95055779], [-6.45696076  5.99298279  4.81283498]
199, 422.7745571359351, 403.06393746614, [ 0.3112315  40.47016916 -0.95325591], [ 0.95553479  5.59835475 -2.69812197]
200, 261.0948395562113, 403.0874619773235, [ 0.31476957 40.47192004 -0.95438198], [ 3.53806103  1.75088173 -1.1260673 ]
201, 292.10513694778473, 403.07313521036383, [ 0.31754141 40.47405054 -0.94474138], [2.77184864 2.13050183 9.64059954]
202, 409.5280800553685, 403.11870144444447, [ 0.31843491 40.48129715 -0.94606244], [ 0.89349373  7.24660843 -1.32105479]
203, 377.4105815077792, 403.06175853045437, [ 0.31610354 40.46963768 -0.9493632 ], [ -2.33136987 -11.65947049  -3.30076039]
204, 309.30869011552585, 403.09386546113194, [ 0.31808052 40.4734078  -0.95119746], [ 1.97698637  3.77012099 -1.83426306]
205, 501.39465790000025, 403.11196154198274, [ 0.3214883  40.47405663 -0.95253005], [ 3.40777577  0.64882629 -1.33258606]
206, 340.18528735634936, 403.0898853284691, [ 0.31250614 40.47625699 -0.95041748], [-8.98216226  2.20036376  2.11256403]
207, 563.644971691315, 403.0985395541272, [ 0.30258321 40.48003069 -0.95543535], [-9.9229234   3.77370218 -5.01786443]
208, 465.6098980908165, 403.1074328163865, [ 0.30546425 40.48027631 -0.95521482], [2.88103435 0.24561103 0.2205284 ]
209, 467.6638122625458, 403.08627902101375, [ 0.3023268  40.47901451 -0.95368325], [-3.13744944 -1.26180058  1.53156325]
210, 289.27355130780103, 403.0840674971189, [ 0.3056766  40.47530215 -0.95588242], [ 3.34979702 -3.71235531 -2.19916554]
211, 302.46651220405676, 403.0937333058714, [ 0.29111928 40.48097087 -0.96208594], [-14.55731337   5.66872389  -6.20351616]
212, 370.196052276923, 403.1220491152126, [ 0.29164551 40.4833975  -0.96604684], [ 0.52622901  2.42662133 -3.96090582]
213, 326.20120733533463, 403.1218572708533, [ 0.28946163 40.48319233 -0.96808464], [-2.18388136 -0.20516334 -2.03779715]
214, 431.59901680032016, 403.13509045847263, [ 0.29161159 40.4821089  -0.97170763], [ 2.14996406 -1.08342835 -3.62298646]
215, 409.80881550067215, 403.1371249830313, [ 0.29038401 40.48287504 -0.97213437], [-1.22758015  0.76614112 -0.42674066]
216, 316.7652598696093, 403.1808319374252, [ 0.29107254 40.49000255 -0.97323162], [ 0.68852851  7.12750414 -1.09725473]
