epoch,loss,test_loss(cost),wight,bias,n_grad
146, 233.70955821004412, 385.96168990044515, [ 0.27422735 40.21005985], 0.3643931968004756, [-14.83747579   2.95243452]
147, 185.0676380464966, 384.4525344352948, [-0.49477465 40.06932887], 0.3643931968004756, [-2.95019825  1.31156805]
148, 364.73549480613826, 385.8896833288843, [ 0.07946666 40.38875027], 0.3643931968004756, [-2.5251721   1.74400903]
149, 286.5636775466952, 386.2340532732488, [ 0.36183611 40.231273  ], 0.3643931968004756, [-7.30813365 12.68950565]
150, 543.7914948586821, 385.03893276862885, [-0.29940164 40.28081081], 0.3643931968004756, [-7.03976483  4.91518624]
151, 243.248333870028, 385.9505237803053, [ 0.23688436 40.25184966], 0.3643931968004756, [7.86039401 4.88344776]
152, 526.1562882072236, 386.3226172415957, [ 0.33002685 40.31680163], 0.3643931968004756, [-22.7921713  -21.08073883]
153, 538.3437352967638, 386.69950498518796, [ 0.39020069 40.41241585], 0.3643931968004756, [ 15.2883143  -30.04504351]
154, 358.8256725199527, 386.99396641799916, [ 0.08855613 40.79051236], 0.3643931968004756, [-3.63313995 15.54055132]
155, 166.1704903214452, 387.8217051952472, [ 0.60431607 40.60042654], 0.3643931968004756, [-0.18194369  1.52448674]
156, 393.19508976717896, 385.9763321678443, [ 0.32664282 40.14413314], 0.3643931968004756, [-6.83667978 20.87625408]
157, 413.15624711352757, 386.70619179031377, [ 0.50372196 40.26121673], 0.3643931968004756, [ 10.07235508 -38.60302476]
158, 461.7866723779178, 385.56830801589234, [ 0.10317811 40.21320135], 0.3643931968004756, [10.18899469 14.11823422]
159, 387.61670428733885, 384.94988458973353, [-0.04336091 40.02421146], 0.3643931968004756, [15.3380984  11.11356477]
160, 263.55364341404027, 384.61968278950485, [-0.12988991 39.8966624 ], 0.3643931968004756, [  5.46203069 -11.86670861]
161, 386.0098039609259, 385.0418979017985, [3.39806596e-02 3.99884856e+01], 0.3643931968004756, [ 15.70837238 -11.54358261]
162, 466.72760442805577, 385.3396496199992, [ 0.12202189 40.06186573], 0.3643931968004756, [1.70934168 5.18284499]
163, 332.41923327025586, 386.6317015268876, [ 0.12988092 40.63836105], 0.3643931968004756, [-11.87079313   1.51210488]
164, 251.7974145595489, 385.948083991015, [ 0.18728169 40.3080386 ], 0.3643931968004756, [-10.06281314 -12.95605885]
165, 570.396825604141, 385.67013413487774, [ 0.26240145 40.06184706], 0.3643931968004756, [ 0.1648524  -4.61594983]
166, 202.58313042864395, 385.16950690761195, [-0.04745312 40.15794685], 0.3643931968004756, [-4.4169338  11.49754779]
167, 354.8774596909339, 385.4421203693842, [ 0.1444122  40.09379534], 0.3643931968004756, [-5.58363991 21.8467969 ]
168, 225.88591520377477, 386.1972595304365, [ 0.29529592 40.30056663], 0.3643931968004756, [ 19.18992815 -14.74150794]
169, 278.639908958551, 385.90990194841356, [ 0.26798336 40.191087  ], 0.3643931968004756, [  9.91868499 -12.91789481]
170, 736.1956953325996, 384.9634350779291, [ 0.19260044 39.59209554], 0.3643931968004756, [ -0.95657995 -14.61826881]
171, 338.18939449487414, 385.4930302335243, [ 0.13537715 40.13483572], 0.3643931968004756, [12.85319856 -9.52121685]
172, 225.96339640124933, 385.20845420853584, [ 0.12413567 39.97338623], 0.3643931968004756, [-0.5460035  2.1041341]
173, 393.08625579008174, 385.8652882857265, [ 0.37917336 39.98647111], 0.3643931968004756, [12.12163614  0.01507119]
174, 303.4248512690778, 386.98385729200345, [ 0.23568624 40.67718949], 0.3643931968004756, [-4.41076936  1.76698524]
175, 269.3921874327913, 385.93005023398234, [ 0.18235922 40.30491447], 0.3643931968004756, [-0.41212516  9.50613311]
176, 426.7781618157443, 386.52953686793114, [ 0.35837559 40.37646325], 0.3643931968004756, [-14.73386102  18.09196775]
177, 292.428090018155, 385.68038990420513, [ 0.25732642 40.07597035], 0.3643931968004756, [9.1574472  0.43881808]
178, 348.7758517450556, 386.70551568943455, [ 0.49513298 40.27394357], 0.3643931968004756, [ 3.90638776 -2.21490617]
179, 449.00902934522446, 386.0550201530782, [ 0.05649794 40.47766043], 0.3643931968004756, [-18.08422673  19.27696446]
180, 307.41088917083437, 386.7635996442756, [ 0.39953808 40.42863648], 0.3643931968004756, [-0.48009421 16.10821446]
181, 381.09049913390004, 386.06628280410695, [ 0.04143255 40.49416686], 0.3643931968004756, [  9.18224864 -10.6165632 ]
182, 486.37036986663577, 385.85269478243134, [4.98472012e-03 4.04356904e+01], 0.3643931968004756, [-6.48274175 -0.49546516]
183, 179.6024241266319, 387.05312393645596, [ 0.45166804 40.48656291], 0.3643931968004756, [-0.68160724 -7.79264315]
184, 302.0343850499104, 384.9564511780716, [-0.16689949 40.14851137], 0.3643931968004756, [ -0.78679594 -22.13661794]
185, 264.69241572070837, 385.38306304333133, [ 0.21123536 39.95509853], 0.3643931968004756, [23.27095788 -0.29517651]
186, 529.2263636330529, 385.13260251225574, [ 0.26485343 39.57706479], 0.3643931968004756, [-15.5021585   21.20709959]
187, 554.2363976272272, 386.34108727247707, [ 0.33008072 40.32537529], 0.3643931968004756, [ 2.48141663 17.24212365]
188, 540.7842569921235, 386.123459741681, [ 0.44450708 40.03328669], 0.3643931968004756, [24.1591324   9.75170154]
189, 304.1597855185869, 386.78776143276315, [ 0.43204543 40.39900855], 0.3643931968004756, [-1.50588795 -9.19035904]
190, 362.2433099290408, 385.96455741685486, [ 0.28275978 40.20015379], 0.3643931968004756, [ 4.82350102 -7.62084732]
191, 290.81940593065656, 385.80342935299495, [ 0.27799833 40.11792183], 0.3643931968004756, [-8.17463925 -0.43098378]
192, 249.66200832418264, 386.5789652993199, [ 0.28018059 40.48444675], 0.3643931968004756, [12.22267081 10.60047643]
193, 194.43915720549575, 386.0815266536454, [ 0.3323782  40.19330963], 0.3643931968004756, [6.95851709 5.82719494]
194, 274.3789377280019, 385.27215275238757, [ 0.14251574 39.98905122], 0.3643931968004756, [-9.22110977  9.23712201]
195, 493.265610699048, 385.7155977719578, [ 0.28961627 40.04682022], 0.3643931968004756, [ 4.28853879 14.51365013]
196, 339.11758033527025, 386.70196095747923, [ 0.47001582 40.30899382], 0.3643931968004756, [  0.85237007 -15.87208538]
197, 449.0871423894834, 385.86455610521887, [ 0.06590797 40.38989878], 0.3643931968004756, [ 10.11552014 -21.0795377 ]
198, 218.21677452020384, 387.02982457480573, [ 0.44069299 40.4901241 ], 0.3643931968004756, [ 8.53458221 -0.10064629]
199, 362.4268744415005, 386.971895883001, [ 0.4903244  40.40392883], 0.3643931968004756, [ 10.7807462  -14.57382562]
200, 333.1483000863278, 386.55344873496256, [ 0.40461517 40.3288367 ], 0.3643931968004756, [11.79998965 11.90179842]
201, 437.93980082813533, 386.5062685982282, [ 0.36662756 40.35587937], 0.3643931968004756, [  5.71680337 -22.40316179]
202, 340.1404713210096, 386.5451769032846, [ 0.20799051 40.54075494], 0.3643931968004756, [10.35673663  8.31875162]
203, 244.13451749912164, 386.20232934945443, [ 0.25439936 40.35103453], 0.3643931968004756, [-2.92260558 -1.08228164]
204, 515.5725984939888, 387.36228006379497, [ 0.37649403 40.68252962], 0.3643931968004756, [ 6.38579264 -5.80701426]
205, 286.43235151132086, 385.9324300219435, [ 0.21068659 40.2741273 ], 0.3643931968004756, [-16.69867391   4.40007461]
206, 183.49409299585895, 385.6701453252505, [ 0.13800529 40.22662922], 0.3643931968004756, [ 6.03818046 -2.99006548]
207, 289.7162358799345, 386.3424968199205, [ 0.49989656 40.06622487], 0.3643931968004756, [  6.97092461 -16.3250381 ]
208, 739.8744641945577, 386.7780364936457, [ 0.52885432 40.25809629], 0.3643931968004756, [17.27180082 21.86076504]
209, 199.87807439797876, 385.4991711442774, [ 0.07450195 40.20856739], 0.3643931968004756, [ 8.23413937 -5.16319209]
210, 184.07520705140396, 385.18296108785523, [ 0.2795239  39.59641843], 0.3643931968004756, [-3.85863478 -4.21818418]
211, 714.5601923765531, 384.7097878513581, [ 0.12838304 39.33263244], 0.3643931968004756, [23.32862239 13.54330447]
212, 158.35733912786114, 384.85751113411914, [ 0.07669249 39.77317156], 0.3643931968004756, [12.28223723 -0.27224029]
213, 358.765318066241, 386.3637505711356, [ 0.39865078 40.24507029], 0.3643931968004756, [ 0.81891591 -1.38413798]
214, 411.7550708351614, 386.05642152415254, [-0.22635579 40.65446393], 0.3643931968004756, [-17.72003103  11.27608166]
215, 199.24679408558453, 386.11424270012003, [ 0.20683681 40.36329259], 0.3643931968004756, [ 1.15453673 -6.27940101]
216, 595.8551343807884, 386.67955400163885, [ 0.44023958 40.33974341], 0.3643931968004756, [16.21732526 17.3739164 ]
217, 240.29488757375375, 386.32176762386626, [ 0.32442582 40.32336678], 0.3643931968004756, [11.52527069  2.17929954]
218, 436.1810953891313, 385.459189288879, [ 0.05370093 40.20984382], 0.3643931968004756, [10.74315257  7.26853777]
219, 526.5325382991543, 386.1594316512152, [ 0.13969824 40.44880923], 0.3643931968004756, [-14.70452161  14.47465184]
220, 428.1281997731682, 385.64976710404727, [ 0.14391353 40.20937314], 0.3643931968004756, [-0.64718082  9.15802594]
221, 348.6758081480877, 386.70309084963833, [ 0.23643468 40.5749947 ], 0.3643931968004756, [  6.76411263 -12.14985669]
222, 562.4972645507385, 385.6776001917644, [ 0.10594643 40.26522021], 0.3643931968004756, [-20.26320455  -5.02001411]
223, 356.26511049558, 385.3737629721126, [3.55241345e-02 4.01840500e+01], 0.3643931968004756, [ 3.60202376 17.83092998]
224, 451.49811551611964, 386.3459953624217, [ 0.40485226 40.2270267 ], 0.3643931968004756, [3.06690949 4.81171712]
225, 451.78080419035723, 385.41831162185815, [ 0.29502381 39.8156859 ], 0.3643931968004756, [-5.34772107  8.38152827]
226, 113.22253795450354, 385.4275970958299, [ 0.05028145 40.1969628 ], 0.3643931968004756, [ -2.22541407 -11.03954552]
227, 523.0284564449696, 385.50629643649927, [-0.06528722 40.34021031], 0.3643931968004756, [ 8.18922424 24.65786427]
