epoch,loss,test_loss(cost),wight,bias,n_grad
228, 206.4617940005785, 386.43921645579593, [ 0.31523513 40.38752098], 0.3643931968004756, [7.35223783 3.36105195]
229, 202.42561196681743, 384.9127863857889, [-0.20154071 40.15223941], 0.3643931968004756, [ -4.62518623 -16.15835616]
230, 652.4266844091965, 385.8267873711724, [ 0.2322565 40.1940394], 0.3643931968004756, [-3.32716923  1.69123213]
231, 627.92875409176, 387.01400876313755, [ 0.46167087 40.45839554], 0.3643931968004756, [18.12563874 -3.12504634]
232, 250.2499509414858, 387.5926248368487, [ 0.60781526 40.50756946], 0.3643931968004756, [5.46902608 4.72565216]
233, 201.58620508415657, 386.314669570993, [ 0.10075986 40.54405752], 0.3643931968004756, [-8.94253837 13.74758714]
234, 268.2480639331877, 386.1081262724445, [-1.64946508e-02  4.05531009e+01], 0.3643931968004756, [ 0.12295978 -2.2616922 ]
235, 339.6699667803117, 386.07191183781026, [ 0.35325853 40.15741772], 0.3643931968004756, [10.3233773  -2.09950221]
236, 133.39932094878037, 385.3446320831825, [ 0.05594743 40.14603274], 0.3643931968004756, [ 11.96353951 -10.21723191]
237, 1044.0981275748745, 385.9466606823986, [ 0.28079729 40.19333217], 0.3643931968004756, [  1.04472696 -14.20338103]
238, 538.401425639913, 385.4362862284813, [ 0.12483233 40.11572481], 0.3643931968004756, [ 24.65891054 -23.18061225]
239, 442.3435686876066, 386.4063431989745, [ 0.16093549 40.52893342], 0.3643931968004756, [  6.8349293  -10.84240399]
240, 832.0086318146748, 385.36384995955103, [ 0.04993151 40.16327069], 0.3643931968004756, [-10.35930402 -14.05636239]
241, 158.6796353683561, 384.93794024267555, [ 0.08885916 39.82327675], 0.3643931968004756, [ 0.93018747 -4.59905746]
242, 320.3710929745065, 386.5433840256888, [ 0.23957642 40.51052025], 0.3643931968004756, [20.54990302  5.04769136]
243, 296.7785115046587, 385.40444408203587, [-0.08560069 40.30927105], 0.3643931968004756, [-12.09912554  10.32532225]
244, 345.93421284051175, 386.01628146930847, [ 0.34025952 40.14605625], 0.3643931968004756, [-0.92373496  9.89788877]
245, 503.511463332119, 384.8213909521276, [-0.10438664 40.00932904], 0.3643931968004756, [-18.02327912  -8.2369474 ]
246, 400.01406170473103, 387.82734806218724, [ 0.78483111 40.340089  ], 0.3643931968004756, [10.33134706 24.96669115]
247, 203.5773103222593, 385.34519807238337, [ 0.09504835 40.10010603], 0.3643931968004756, [-13.23376565  -4.0652775 ]
248, 331.44918155261115, 385.6088839557035, [ 0.2014328  40.11446291], 0.3643931968004756, [-10.40854979  10.15096013]
249, 393.6601212819701, 384.8089746042842, [-0.24163011 40.12517252], 0.3643931968004756, [-10.04137023  -2.12796854]
250, 602.4996314714535, 384.8202499656125, [-0.14291654 40.04796026], 0.3643931968004756, [-7.00795965 14.84501637]
251, 120.04929076979462, 385.7137731536761, [ 0.17109929 40.21068604], 0.3643931968004756, [ 6.76566213 -2.62784065]
252, 221.18077998157756, 385.5402319497823, [ 0.11867012 40.18089628], 0.3643931968004756, [12.97737697  3.61079744]
253, 441.2411636109513, 386.30683263019654, [ 0.18462654 40.46779535], 0.3643931968004756, [4.9906633  2.56611832]
254, 724.9351650450947, 386.8377769296076, [ 0.23506626 40.62586155], 0.3643931968004756, [7.18147745 6.08755515]
255, 324.93346713594065, 385.7200421787357, [-0.0658048  40.43351669], 0.3643931968004756, [11.04370055  7.6515535 ]
256, 403.10253590519005, 386.04607573560213, [ 0.34809503 40.15086123], 0.3643931968004756, [-14.8736177   -3.31563207]
257, 195.37971277865603, 385.08206683685705, [ 0.16853285 39.79355591], 0.3643931968004756, [1.0606027  0.44463152]
258, 392.8259512751298, 385.21742688689693, [ 0.13552772 39.96205028], 0.3643931968004756, [ 11.32859588 -12.79629011]
259, 386.81696157424267, 386.34177617010596, [ 0.13775231 40.52382408], 0.3643931968004756, [ 2.73093795 -9.15362378]
260, 291.3463743333973, 386.2737785299482, [ 0.39546955 40.20322983], 0.3643931968004756, [ -7.77978461 -10.79156497]
261, 284.45727493746165, 386.08609244696856, [ 0.16256923 40.3960435 ], 0.3643931968004756, [7.7696132  9.40074387]
262, 239.84973100647798, 385.81654283651477, [ 0.134941   40.30185492], 0.3643931968004756, [ 5.12767847 15.34629966]
263, 277.0461240164796, 386.30802018691406, [ 0.19617277 40.45728077], 0.3643931968004756, [ 19.48338519 -11.58889862]
264, 407.66918662663255, 385.54260720079526, [ 0.19128887 40.08958962], 0.3643931968004756, [-12.12800497  -0.96630264]
265, 390.1068609064367, 387.28556142164786, [ 0.28374207 40.73968143], 0.3643931968004756, [14.12303091 -5.52528514]
266, 499.1932693509536, 386.54253249249666, [ 0.25579802 40.49434135], 0.3643931968004756, [-13.25156717  15.56927214]
267, 258.3634390960843, 385.7567029616959, [ 0.30738453 40.04351322], 0.3643931968004756, [-5.25841261 -5.55941422]
268, 621.0785045215205, 385.7172995218089, [ 0.09717438 40.29340956], 0.3643931968004756, [ 9.48102334 -1.49390826]
269, 315.958056398337, 386.12668082303435, [ 0.15358335 40.42214286], 0.3643931968004756, [-16.80047909   7.91170035]
270, 232.2098491781641, 386.1683702140748, [ 0.3229676  40.25109731], 0.3643931968004756, [ -0.30604193 -16.31202204]
271, 721.4712620644548, 386.590781166653, [ 0.27360251 40.49587935], 0.3643931968004756, [ 8.12406434 13.25022959]
272, 229.9170912404742, 386.10949707850637, [ 0.26781075 40.29209531], 0.3643931968004756, [11.73310874 -1.87517655]
273, 516.9041845438074, 385.8079951652515, [ 0.22686927 40.19102148], 0.3643931968004756, [ -2.50687796 -15.52268664]
274, 262.31750733068435, 386.23785465567533, [ 0.36625634 40.22698693], 0.3643931968004756, [-15.49076163 -12.18310787]
275, 332.6300258092327, 385.3800146334735, [ 0.244257   39.89231435], 0.3643931968004756, [-3.18974558  2.70962544]
276, 385.7759054120179, 384.7455582180297, [-0.05597794 39.89730203], 0.3643931968004756, [  6.92098687 -10.94254741]
277, 249.79155576035436, 385.17884136621996, [ 0.21006122 39.7921277 ], 0.3643931968004756, [-2.76639989 -1.98514194]
278, 240.12983212973936, 386.08785249387824, [ 0.46141902 39.97538164], 0.3643931968004756, [26.31190267  5.76088787]
279, 273.0118856045848, 386.5482643586324, [ 0.52381659 40.1442263 ], 0.3643931968004756, [-0.63312128 27.60487442]
280, 394.4366756473148, 386.46398745824837, [ 0.12658792 40.57971367], 0.3643931968004756, [-17.04039226  -6.54226907]
281, 660.2576417652539, 386.342311876814, [ 0.30100325 40.36090259], 0.3643931968004756, [23.63754861 -1.49926185]
282, 329.8767655536939, 387.0529412290354, [ 0.60645725 40.27026851], 0.3643931968004756, [-12.10083722  13.86911225]
283, 798.8600668755461, 385.63818234157156, [ 0.12930485 40.22008216], 0.3643931968004756, [ 5.92573307 22.50460033]
284, 322.7275862503646, 385.8671713271007, [ 0.17468612 40.28333038], 0.3643931968004756, [ -3.30812418 -15.40980549]
285, 414.1325500161224, 386.21155054544806, [ 0.46729575 40.04625653], 0.3643931968004756, [10.41409418 16.25120581]
286, 445.4878720605867, 386.72919511800234, [ 0.30802978 40.51592421], 0.3643931968004756, [-12.5220703   -8.81700624]
287, 397.6739940585106, 385.6321795351094, [ 0.07875773 40.27096412], 0.3643931968004756, [8.17897261 5.71620709]
288, 343.3334281849022, 385.2226793977975, [ 0.04272154 40.09143843], 0.3643931968004756, [-0.94674321 -3.93523146]
289, 450.7367520928392, 386.9824214125672, [ 0.36356844 40.55689904], 0.3643931968004756, [ 14.26174522 -12.16393502]
290, 255.14612625853988, 386.60472658094704, [ 0.2715097  40.50354476], 0.3643931968004756, [2.45209083 8.06733522]
291, 313.76884355500385, 386.6987127960544, [ 0.57791502 40.13133696], 0.3643931968004756, [16.88578464  3.9970921 ]
292, 279.90134611293513, 386.6810504949245, [ 0.55498986 40.16330252], 0.3643931968004756, [-13.83549384 -10.89167685]
293, 965.7676428287692, 385.81710943610165, [ 0.13330717 40.30382204], 0.3643931968004756, [ 0.2572598  15.17802478]
294, 171.89548201967415, 385.8712220545871, [ 0.13495276 40.32740952], 0.3643931968004756, [-12.02710435  -6.72151049]
295, 549.2699636439069, 385.6694332656673, [3.50466112e-02 4.03302356e+01], 0.3643931968004756, [  8.61766466 -10.4835891 ]
296, 514.9143957531944, 385.395731219389, [ 0.15678711 40.04855067], 0.3643931968004756, [-10.47969647   3.82078362]
297, 728.4127849732962, 386.44598567905615, [ 0.47983293 40.16284014], 0.3643931968004756, [-6.85250469  6.08877934]
298, 435.61031542035545, 386.42585560611826, [ 0.44783563 40.20370333], 0.3643931968004756, [ 8.18108107 12.38561259]
299, 507.26275299920826, 386.1123150576064, [-0.05562287 40.5807718 ], 0.3643931968004756, [ 5.24052417 -7.09492681]
300, 340.03230831539076, 385.7011553379785, [ 0.20711724 40.15891965], 0.3643931968004756, [-1.44607677  3.82218369]
301, 404.21953016899096, 384.8246989521657, [ 0.04757539 39.79878956], 0.3643931968004756, [-8.77457215 -5.05041178]
302, 262.67578431626623, 386.76797186536066, [ 0.17031432 40.65500799], 0.3643931968004756, [3.96056037 9.04175617]
303, 548.3061101581832, 385.33293737288017, [-0.14029151 40.31705298], 0.3643931968004756, [-3.92417141 -9.06763701]
304, 213.13828031640122, 385.1068833659444, [-0.36887463 40.34698961], 0.3643931968004756, [-6.25520376  4.80360591]
305, 394.2213610573913, 385.19661713773365, [-0.16371008 40.26948973], 0.3643931968004756, [15.67216996  7.85380893]
306, 160.17991349231994, 386.2910206029169, [ 0.28536852 40.35590128], 0.3643931968004756, [-2.84215116 -5.43331789]
307, 256.2763213757729, 387.20762387417557, [ 0.17106162 40.8020605 ], 0.3643931968004756, [-3.0004244 -4.9004298]
308, 258.15846843842905, 386.0313646074947, [7.3396738e-03 4.0506335e+01], 0.3643931968004756, [  5.93610764 -13.03835761]
309, 160.1203579607167, 385.15846321443183, [-0.24436403 40.30497077], 0.3643931968004756, [-3.04383666  9.65596962]
310, 131.03440055387048, 385.9262693416081, [ 0.20109992 40.28217347], 0.3643931968004756, [-6.43747244  4.67309153]
311, 419.2279671852727, 385.71757073153077, [-3.34079809e-02  4.04084564e+01], 0.3643931968004756, [-4.37003591 -1.55165615]
312, 333.3101610048035, 387.62409889203644, [ 0.75143151 40.302225  ], 0.3643931968004756, [-7.43851284 -1.62788288]
313, 375.26937508045364, 386.527835940982, [ 0.0957157  40.62714252], 0.3643931968004756, [-0.86846136 -2.78317995]
314, 334.178664626821, 385.4749891896808, [ 0.1075673  40.15853393], 0.3643931968004756, [-28.20244228   1.464433  ]
315, 683.1110981594911, 385.6443447962576, [ 0.04251479 40.31179   ], 0.3643931968004756, [  8.0524719  -15.50492162]
316, 492.0899035403976, 384.8893389129953, [-5.42803577e-04  3.99284905e+01], 0.3643931968004756, [-17.38788113  -4.37547565]
317, 768.9877922283662, 384.45896858306116, [-0.21303906 39.86905049], 0.3643931968004756, [-13.09660735  12.48928661]
318, 617.9620407646926, 385.22349235380375, [-0.18535851 40.29747257], 0.3643931968004756, [-19.86255423 -29.68311711]
319, 202.15525842570815, 384.8880516095799, [-3.04146181e-02  3.99674006e+01], 0.3643931968004756, [-19.57476988   1.73708933]
320, 227.41627415256175, 385.2065714072441, [ 0.04900218 40.07428329], 0.3643931968004756, [ 1.9894503 -2.6011459]
321, 166.7287160884239, 385.3694881292616, [ 0.04313973 40.17368051], 0.3643931968004756, [ -2.08634167 -18.15285478]
322, 779.3219606156092, 385.8553618613341, [ 0.12996327 40.32513684], 0.3643931968004756, [-6.2175284  -2.92358596]
323, 453.01126360646595, 386.9048506005431, [ 0.72357909 39.93866765], 0.3643931968004756, [16.92932016 -0.39578277]
324, 751.0439685007764, 385.53620351106093, [ 0.30757631 39.88738454], 0.3643931968004756, [26.00758207 -0.99149114]
325, 496.02239516435566, 384.80730832192603, [-0.19188311 40.08460415], 0.3643931968004756, [8.43548625 6.22118529]
326, 346.77159311899356, 386.0850746197051, [ 0.26581994 40.28273184], 0.3643931968004756, [ 11.85146752 -11.54282283]
327, 962.8478283285091, 385.84689414822736, [ 0.19426024 40.25109677], 0.3643931968004756, [ 15.31220448 -22.57856698]
328, 306.0397001463523, 386.31054378083195, [-0.1129711 40.6854293], 0.3643931968004756, [ 6.307359   12.42222587]
329, 311.6843871942542, 385.90604682664207, [ 0.14104187 40.33724638], 0.3643931968004756, [ -7.70841369 -31.87600077]
330, 508.3809861226772, 385.4349618735134, [ 0.1315122  40.10644051], 0.3643931968004756, [-27.28303966  22.45313785]
331, 346.98940096188176, 384.83882505985906, [-0.07132429 39.98368955], 0.3643931968004756, [-3.33568099 -0.77691621]
332, 223.785489472646, 385.7366414720291, [ 0.34853105 39.95565057], 0.3643931968004756, [-2.67420699 16.27138831]
333, 591.3784575765105, 385.71809769645785, [ 0.41822446 39.77768543], 0.3643931968004756, [5.52358518 9.82470713]
334, 479.6550452887429, 386.291460193504, [ 0.24954372 40.39598651], 0.3643931968004756, [8.04362972 0.2867826 ]
335, 290.97893246217416, 386.3886347279688, [ 0.25284687 40.43411924], 0.3643931968004756, [-10.57292084   4.47968277]
336, 230.93753217175117, 385.96245900686694, [ 0.3091325  40.16219046], 0.3643931968004756, [ 1.47166212 -0.76835893]
337, 533.0136991132855, 385.5477052012936, [ 0.06991718 40.23818171], 0.3643931968004756, [-14.34047176 -10.75489623]
338, 182.9547018333914, 384.9798251361605, [-0.05591713 40.0570323 ], 0.3643931968004756, [5.67127342 0.10175734]
339, 450.1128288816426, 386.4611071537987, [ 0.22069875 40.49591219], 0.3643931968004756, [ 2.50913259 -4.25156814]
340, 379.1596839865959, 385.4466493004394, [2.95469438e-02 4.02280132e+01], 0.3643931968004756, [15.30248759 -7.52790905]
341, 369.94371547437765, 385.3892821711558, [-0.10220009 40.31502718], 0.3643931968004756, [ 6.89916934 10.2563024 ]
342, 341.9947272335759, 385.6807166429, [ 0.07513059 40.297882  ], 0.3643931968004756, [11.6655156  15.36663692]
343, 562.4700654074163, 386.0907875771976, [ 0.53663781 39.78888163], 0.3643931968004756, [22.36028296  1.47857881]
344, 367.02175857890296, 386.6719911379711, [ 0.60402278 40.06354826], 0.3643931968004756, [3.21278814 8.38673731]
345, 537.5282603402036, 386.5220362303346, [ 0.2350886 40.506383 ], 0.3643931968004756, [-7.02119539 14.4215765 ]
346, 322.8843677219321, 386.4757583079918, [ 0.18792714 40.53201153], 0.3643931968004756, [-9.61957154  2.51733012]
347, 841.2930656513751, 385.7123889813114, [ 0.06510267 40.32234184], 0.3643931968004756, [-5.96585845 -7.09581677]
348, 401.03927681447146, 385.1234611781297, [ 0.06573436 40.00009974], 0.3643931968004756, [-13.33089655  -4.93150095]
349, 500.70938452704195, 386.27869641546175, [ 0.10778965 40.52441979], 0.3643931968004756, [ -2.83815264 -12.67191556]
350, 454.0249507214945, 385.94442889303593, [ 0.08097287 40.41104361], 0.3643931968004756, [ -3.59319539 -20.11353685]
351, 391.7622807378915, 385.96843686369243, [ 0.43877851 39.93780672], 0.3643931968004756, [ 1.55875858 11.00714062]
352, 283.43859570458864, 386.02205261689784, [ 0.30532773 40.19970503], 0.3643931968004756, [ 12.51442296 -24.55300397]
353, 327.96545540552466, 387.57416961286117, [ 0.55655294 40.5653495 ], 0.3643931968004756, [ 4.90359125 -2.08492113]
354, 185.71608416345393, 385.96679873636174, [-0.23771206 40.62804598], 0.3643931968004756, [-7.75453937 -1.70325791]
355, 516.8580601473211, 385.5231096803025, [-0.04516307 40.33184063], 0.3643931968004756, [3.54940903 9.62187849]
356, 418.38653138023346, 386.35138753270917, [ 0.30592542 40.35923426], 0.3643931968004756, [ 7.81703518 -2.26755633]
357, 256.4307233103029, 385.1269000465778, [-0.06510498 40.15162851], 0.3643931968004756, [-6.2549164  -5.44587759]
358, 229.58249235159383, 384.27856598784723, [-0.4110692  39.90892629], 0.3643931968004756, [5.93405876 2.55470965]
359, 450.8471507161882, 386.79996339841927, [ 0.04609743 40.75514403], 0.3643931968004756, [10.25599697 25.74183213]
360, 380.9846249056842, 384.8849037829651, [-0.33054329 40.22282237], 0.3643931968004756, [-11.78979317  17.16516301]
361, 131.49184191453566, 385.0378763050723, [1.67707161e-02 4.00082991e+01], 0.3643931968004756, [1.93122498 3.88605216]
362, 397.12494257154606, 385.4995686687256, [ 0.24993837 39.97034747], 0.3643931968004756, [ 11.03029406 -10.50108635]
363, 395.0373930960184, 385.188640758787, [-0.35797042 40.37808181], 0.3643931968004756, [-2.47271936 -1.74672594]
364, 313.80048387190465, 385.4054110682264, [1.94921329e-02 4.02169514e+01], 0.3643931968004756, [ 6.50895028 16.26382576]
365, 312.26054630040426, 387.07756155185206, [ 0.49759403 40.43977818], 0.3643931968004756, [ 13.46963752 -13.37571903]
366, 347.4703031813704, 386.62554160559574, [ 0.29878365 40.48407045], 0.3643931968004756, [-3.24633616 -5.85940687]
367, 331.6115434460076, 384.9623727151778, [-0.16499029 40.15018687], 0.3643931968004756, [-12.33270041 -16.5504289 ]
368, 271.03889505509716, 386.08358796618415, [ 0.29134362 40.25001469], 0.3643931968004756, [ -4.58073362 -16.03578616]
369, 319.76651313075615, 385.99303537161256, [ 0.21662738 40.29651389], 0.3643931968004756, [-4.57676903 14.79403753]
370, 485.21341047148337, 386.95436239449043, [-0.09588397 40.88351251], 0.3643931968004756, [ 0.84855468 17.90959805]
371, 257.31805286833634, 386.08452181821434, [-5.38528306e-03  4.05362804e+01], 0.3643931968004756, [-2.83164077  6.30499594]
372, 239.1717204435626, 385.86340267286846, [ 0.30063326 40.11883231], 0.3643931968004756, [10.67243539 -1.87819228]
373, 275.20790123563717, 386.1572026603117, [ 0.27786852 40.30273723], 0.3643931968004756, [3.11889502 6.10285414]
374, 230.14485598288533, 385.72441880400896, [ 0.10810402 40.28569905], 0.3643931968004756, [12.44709894 13.30047092]
375, 257.09572835086726, 385.80564355877823, [ 0.18788931 40.23786631], 0.3643931968004756, [ 9.82063438 -3.53001048]
376, 294.1025590723166, 386.37769223161786, [ 0.26395322 40.41776406], 0.3643931968004756, [9.90141054 0.24885245]
377, 448.81689139477277, 384.8328641980827, [-0.08798366 39.99881371], 0.3643931968004756, [ 6.3306101  -4.55994283]
378, 247.58632478434848, 385.85439182597764, [ 0.10704441 40.3473603 ], 0.3643931968004756, [-0.20701364  2.93682217]
379, 336.66323454817643, 386.4061098747116, [ 0.3658359  40.31050639], 0.3643931968004756, [  2.39984084 -13.78296369]
380, 440.8577969388507, 386.309810064741, [ 0.25135202 40.40201963], 0.3643931968004756, [-20.07967257  13.53581784]
381, 510.03697004380854, 386.15229300426864, [ 0.40316164 40.12415001], 0.3643931968004756, [-13.11238474  -3.85215252]
382, 420.34357879495855, 386.8290637738028, [ 0.04841019 40.76319946], 0.3643931968004756, [9.5918055  8.58869652]
383, 403.761863745479, 386.2136605603226, [-3.79455876e-02  4.06066592e+01], 0.3643931968004756, [20.3075849  -7.53941022]
384, 592.2561293278802, 385.30466225744465, [-0.13696373 40.30148131], 0.3643931968004756, [  8.93335155 -16.0872018 ]
385, 178.72142260030972, 385.6779703487875, [ 0.31296701 39.98167453], 0.3643931968004756, [ -4.03980622 -20.17060176]
386, 304.299280299421, 385.9306927941254, [1.33849174e-02 4.04613464e+01], 0.3643931968004756, [0.81454816 1.46014374]
387, 467.55969799450895, 385.21440112057024, [ 0.0895437  40.02705776], 0.3643931968004756, [ 20.91297467 -19.10020793]
388, 209.7739947209715, 384.6292543642041, [-0.09778956 39.86270626], 0.3643931968004756, [ 3.54212712 20.01976847]
389, 428.0092882442029, 384.3851209643367, [-0.27768609 39.87874574], 0.3643931968004756, [ -7.663638   -14.73933581]
390, 585.8439981057985, 385.59800353938175, [-0.11087168 40.41372398], 0.3643931968004756, [ 9.15469608 27.11601884]
391, 230.52681384921016, 385.2843912281434, [ 0.0631493  40.10342026], 0.3643931968004756, [-6.30915177  2.91063136]
392, 435.9770736741001, 387.0040560451539, [ 0.26984663 40.65482991], 0.3643931968004756, [-7.6480096  10.86647895]
393, 520.632659503997, 385.4651421866466, [ 0.09348029 40.16952087], 0.3643931968004756, [ 5.84632426 13.10613406]
394, 322.7556635922098, 384.4334403234194, [-0.37715504 39.99362924], 0.3643931968004756, [-5.08147691 -1.81934575]
395, 417.7151761356457, 385.6703739636669, [ 0.20636023 40.14282263], 0.3643931968004756, [ 20.05129907 -25.8699252 ]
396, 454.9821125235602, 385.57432680711565, [ 0.07945157 40.24167193], 0.3643931968004756, [ 13.81005492 -12.50987199]
397, 549.0659436520791, 384.7417135790095, [-0.09454801 39.94385652], 0.3643931968004756, [-12.48870234   0.1209224 ]
398, 311.3436737997556, 386.64062481119186, [ 0.14634383 40.62865949], 0.3643931968004756, [ 0.20280892 22.09440249]
399, 218.6106863601057, 385.93472719992747, [ 0.06484669 40.42095888], 0.3643931968004756, [-8.12658278 12.85751343]
400, 272.0409552399749, 387.0088971154582, [ 0.38608593 40.54325937], 0.3643931968004756, [-11.17636915   9.03203919]
401, 443.7796413301042, 386.23862816887026, [ 0.49989507 39.99868402], 0.3643931968004756, [0.10425046 4.97249311]
402, 301.9410223679268, 387.2462036959467, [ 0.61181946 40.35386284], 0.3643931968004756, [4.61058142 2.64393662]
403, 226.46865433378898, 385.3341272993988, [-0.09761463 40.28554399], 0.3643931968004756, [2.73929417 8.7196444 ]
404, 533.8474919783827, 384.79471581979465, [-0.35737813 40.19144649], 0.3643931968004756, [-18.86957789  -8.73355772]
405, 227.4856335028344, 385.66353132036517, [ 0.24842611 40.07922578], 0.3643931968004756, [ 1.46153048 -7.69883197]
406, 205.2973032200892, 385.5191306572043, [ 0.04686353 40.24724022], 0.3643931968004756, [-1.18123865 22.81452882]
407, 264.9351684466105, 384.9968106588145, [-0.08961565 40.10189049], 0.3643931968004756, [-24.0459603   13.24816355]
408, 443.1980222025065, 384.5753600819894, [-0.05794081 39.75321327], 0.3643931968004756, [  0.90409914 -14.17696894]
409, 394.42125959110865, 386.15510263110474, [ 0.26706329 40.3146421 ], 0.3643931968004756, [19.09330672 -7.7696275 ]
410, 449.0161796401421, 385.807579932648, [ 0.31305278 40.06602039], 0.3643931968004756, [ 3.23284073 -6.54071937]
411, 270.44477874601324, 386.0979212899381, [ 0.50463851 39.88374191], 0.3643931968004756, [-11.60837547  -0.25978686]
412, 258.7484873263037, 385.3127385387626, [ 0.16463051 39.982524  ], 0.3643931968004756, [ -0.83125566 -13.97136753]
413, 382.40721134431396, 385.1462259577308, [ 0.07521561 40.00217942], 0.3643931968004756, [ 7.23648486 22.5452068 ]
414, 546.1372609639674, 386.50303874192474, [ 0.14349335 40.5805262 ], 0.3643931968004756, [-3.31009236 21.91598169]
415, 191.54782113491476, 385.81822089376215, [ 0.14408675 40.2930325 ], 0.3643931968004756, [0.7348545  3.65850796]
416, 310.8121241612256, 388.2808869070128, [ 0.8749662 40.389098 ], 0.3643931968004756, [15.03688097 -7.12095038]
417, 572.516478453191, 385.45707770671515, [ 0.27008866 39.90166006], 0.3643931968004756, [11.38289064 18.6719188 ]
418, 350.49620374106337, 384.96719740001475, [ 0.10902353 39.81075911], 0.3643931968004756, [13.22935981  3.22767192]
419, 515.6675161945093, 386.05698062403394, [ 0.27792208 40.25388503], 0.3643931968004756, [ 26.034589   -13.68678854]
420, 566.5538651642316, 385.91592989774585, [ 0.36187061 40.05143722], 0.3643931968004756, [9.89418325 6.78704547]
421, 403.82760628960955, 385.4581591128673, [ 0.25522554 39.93101212], 0.3643931968004756, [  0.681385   -27.15442142]
422, 431.51099782400286, 386.14396390775704, [ 0.38343416 40.15108573], 0.3643931968004756, [6.48102447 6.01204097]
423, 368.84952199249636, 384.9373500178223, [ 0.06202128 39.86997508], 0.3643931968004756, [-12.84589879   5.16626008]
424, 342.21505778064, 385.605988511289, [-0.14281909 40.43814669], 0.3643931968004756, [15.82076421 -5.46311622]
425, 314.66163394170337, 385.8635358569638, [ 0.2371213 40.2071257], 0.3643931968004756, [22.1751383   7.28108834]
426, 535.8404184550174, 385.87518624048874, [ 0.24159281 40.20747664], 0.3643931968004756, [-23.80768388  30.49802328]
427, 426.2508496441583, 385.0236767549117, [-0.09079735 40.11848164], 0.3643931968004756, [4.63320375 3.29397977]
428, 414.4352752157944, 384.3381385182022, [-0.31772406 39.8798378 ], 0.3643931968004756, [  6.14508474 -18.0490473 ]
429, 249.0952262449495, 385.5162318827278, [ 0.21724348 40.03514065], 0.3643931968004756, [-11.29209115   4.40386626]
430, 295.4373958797555, 386.0472937033222, [ 0.12389824 40.4161765 ], 0.3643931968004756, [-15.87407747   7.73085284]
431, 462.59954215573345, 384.6979776102957, [-0.20755063 40.03161274], 0.3643931968004756, [-12.81064953  17.16981956]
432, 323.061194662141, 385.8392695936898, [ 0.18385832 40.25936021], 0.3643931968004756, [-0.74911547 -0.499655  ]
433, 173.54941324210162, 386.81659792322483, [ 0.4172878  40.42974366], 0.3643931968004756, [-6.7028697  10.91139972]
434, 205.1603127663504, 385.48046557266395, [3.33052423e-02 4.02413452e+01], 0.3643931968004756, [-4.04119143  2.75654792]
435, 242.702245047997, 385.96180841705586, [-4.43345746e-04  4.04844943e+01], 0.3643931968004756, [-0.87036299 -1.92231433]
436, 305.5975119162169, 387.0659300321759, [ 0.66195266 40.17905094], 0.3643931968004756, [ 9.11359809 21.03143034]
437, 510.263360783544, 385.43883897110857, [-2.76444022e-02  4.02775331e+01], 0.3643931968004756, [-7.85733273 10.18949681]
438, 91.24850739556786, 385.7534341281196, [ 0.40023516 39.85655622], 0.3643931968004756, [6.70188096 7.28893379]
439, 141.04605462842017, 384.52036170803416, [-3.15939688e-02  3.96377843e+01], 0.3643931968004756, [-1.83570254 -0.76954789]
440, 489.24567015170277, 385.3496031034419, [ 0.15744664 40.01811113], 0.3643931968004756, [13.73408636 -0.41686666]
441, 235.99029180089138, 385.4856527474252, [ 0.09496674 40.17887892], 0.3643931968004756, [5.6380077  9.20613574]
442, 728.9407341839117, 385.563250246405, [-0.11906908 40.40452104], 0.3643931968004756, [-5.08236426  1.07698303]
443, 590.0818452206653, 387.0491024922708, [ 0.43009846 40.51016224], 0.3643931968004756, [-3.67123861 -0.78657155]
444, 263.88314598830084, 385.8726846379115, [ 0.26979008 40.16855708], 0.3643931968004756, [ 11.89091359 -21.52403699]
445, 226.94279212567213, 385.9713464197154, [ 0.39579025 40.02612088], 0.3643931968004756, [  4.68185813 -14.01918396]
446, 464.04528754437405, 386.56592550720825, [ 0.23503939 40.52371477], 0.3643931968004756, [-0.14284213 12.52420806]
447, 177.22507328019285, 384.74907260375016, [-0.04741933 39.88818017], 0.3643931968004756, [-3.24786148  0.5238542 ]
448, 672.6483498239049, 384.87955665613737, [-0.05417891 39.99082786], 0.3643931968004756, [6.21480011 2.63507633]
449, 430.1481077818459, 385.34549942513536, [ 0.24247504 39.86818942], 0.3643931968004756, [ 43.38323462 -24.45556396]
450, 294.3872110746389, 386.4459118175418, [ 0.06208815 40.62240121], 0.3643931968004756, [-2.15832008 20.4930285 ]
451, 210.8249819450907, 385.8596589956736, [ 0.07445069 40.38012834], 0.3643931968004756, [13.22447049 -7.32393601]
452, 608.9305899941539, 386.02696497181387, [ 0.48584807 39.87313634], 0.3643931968004756, [ 1.77290404 29.77460412]
453, 428.05703147510064, 385.2251365074451, [ 0.08256941 40.04321101], 0.3643931968004756, [  0.59347273 -10.23185938]
454, 415.7478981185924, 385.7398426112247, [-0.05895393 40.43684593], 0.3643931968004756, [-8.80368847 -4.15309221]
455, 214.23845000805554, 384.9933002509916, [-0.13381678 40.14077922], 0.3643931968004756, [-11.13212376  -7.57434599]
456, 342.0397807200795, 385.05960418079536, [ 0.10262108 39.89893286], 0.3643931968004756, [-16.16335986  -7.13156356]
