epoch,loss,test_loss(cost),wight,n_grad
33, 682.7038905283976, 1038.1874610287755, [ 2.05499266 14.99062763  0.59086499], [-5.4287445  35.19566337  3.46917678]
34, 1278.9314269956596, 1006.0605761670325, [ 2.11332853 15.65540142  0.56948652], [ 5.83358637 66.47737924 -2.13784763]
35, 1434.8010292507827, 962.6887352918832, [ 1.75106884 16.42862932  0.09330348], [-36.22596899  77.32278975 -47.6183035 ]
36, 1117.1723822205443, 930.9704827353202, [ 1.56505394 17.07492901  0.15156084], [-18.60148967  64.6299688    5.82573527]
37, 697.4249926616928, 921.340557210292, [ 1.64939068 17.30573364  0.14265716], [ 8.4336742  23.08046342 -0.89036715]
38, 1370.054701117275, 880.9837497647169, [ 1.63575979 18.19294405 -0.08835303], [ -1.36308921  88.72104094 -23.1010196 ]
39, 641.1895041123257, 865.5056373729199, [ 1.6370669  18.5378091  -0.28560819], [  0.13071063  34.48650477 -19.72551589]
40, 974.0475786372566, 849.8924287442741, [ 1.793064   18.93507446 -0.43606543], [ 15.59971027  39.72653612 -15.04572391]
41, 1126.720884325957, 833.610133778731, [ 1.58211062 19.27904742 -0.33714017], [-21.09533817  34.39729656   9.89252649]
42, 144.411956101133, 831.1046397163934, [ 1.58737593 19.34484096 -0.27760068], [0.52653155 6.579354   5.95394805]
43, 772.8740324067792, 806.61034503267, [ 1.35525983 19.88131686 -0.43777571], [-23.21161076  53.64758954 -16.01750301]
44, 487.67374586408033, 804.2658106724687, [ 1.55401806 19.9878315  -0.43560645], [19.87582342 10.65146403  0.21692668]
45, 1172.3447308580783, 771.6472101379945, [ 1.30176422 20.78108527 -0.08552204], [-25.22538437  79.32537665  35.00844107]
46, 442.79563212318897, 762.623124076595, [ 1.50003899 21.05537904 -0.23463154], [ 19.82747726  27.42937724 -14.91094987]
47, 1079.788371335674, 740.5154082083067, [ 1.59192661 21.66317849 -0.35418028], [  9.18876178  60.77994532 -11.95487415]
48, 953.3413487538659, 710.9859754656193, [ 1.32390627 22.4080377  -0.47327028], [-26.80203325  74.48592104 -11.90899977]
49, 640.9701664851619, 692.645112131715, [ 1.4705369  22.9669609  -0.62474471], [ 14.66306271  55.89232023 -15.14744393]
50, 283.95930306027026, 691.9649839705219, [ 1.63564703 23.03487986 -0.53777902], [16.51101318  6.7918959   8.69656954]
51, 335.45503505639334, 689.427758433502, [ 1.73189962 23.14157229 -0.42421631], [ 9.62525905 10.66924301 11.35627103]
52, 579.4266689321297, 674.3752006370705, [ 1.74812107 23.58450845 -0.68272098], [  1.62214473  44.29361602 -25.85046703]
53, 460.79262675412826, 673.8962732722956, [ 1.91269696 23.64130017 -0.91682349], [ 16.45758908   5.67917189 -23.41025139]
54, 206.98645383282496, 669.6300365886759, [ 2.01065272 23.80074675 -0.94015566], [ 9.79557573 15.9446579  -2.33321665]
55, 520.5298113347432, 660.2870364386788, [ 1.93086885 24.06341672 -1.0288956 ], [-7.97838692 26.26699645 -8.87399445]
56, 365.30356575903886, 655.7637041029457, [ 1.979854   24.21955629 -1.08525819], [ 4.8985145  15.61395698 -5.63625848]
57, 241.94375775737916, 653.955818417875, [ 2.01733663 24.28797753 -1.19375183], [  3.74826301   6.8421248  -10.84936385]
58, 411.6245195361947, 650.1204790671395, [ 2.12452823 24.44386788 -1.12870135], [10.71916027 15.58903509  6.50504728]
59, 255.20393837152852, 644.3782687929543, [ 2.08660073 24.6154171  -1.20374183], [-3.79274991 17.1549217  -7.50404797]
60, 841.0828836617799, 623.7957040509418, [ 2.16924623 25.31949943 -1.03675979], [ 8.26455031 70.40823301 16.69820441]
61, 1075.3356393242157, 615.328633875262, [ 2.07890136 25.5758201  -1.04432301], [-9.03448755 25.63206677 -0.75632216]
62, 913.8242377340563, 601.8952316739163, [ 1.87560627 25.97598366 -1.24366282], [-20.32950855  40.01635637 -19.93398059]
63, 419.5644945023531, 593.235637695931, [ 1.78989209 26.25349582 -1.01620286], [-8.5714185  27.75121618 22.7459957 ]
64, 647.5393688922968, 582.1358989043052, [ 1.70513012 26.62977933 -0.80257785], [-8.47619661 37.62835065 21.36250082]
65, 909.2083297118688, 566.202477778129, [ 1.73773793 27.23891166 -0.89411626], [ 3.26078104 60.91323256 -9.15384045]
66, 814.2381050541335, 556.6969597485322, [ 1.92421871 27.6743973  -0.87666321], [18.64807749 43.54856472  1.74530493]
67, 541.5878764204534, 547.770669847265, [ 1.88444195 28.01916941 -0.93703972], [-3.97767532 34.47721015 -6.03765151]
68, 564.3964742116334, 541.4964232988647, [ 1.82601494 28.25548497 -0.87158328], [-5.84270147 23.6315562   6.54564476]
69, 312.5073161976226, 543.4403659633277, [ 1.68698565 28.12730372 -0.9744677 ], [-13.90292864 -12.81812506 -10.28844221]
70, 720.0142348209681, 528.5006011806221, [ 1.69178389 28.75838028 -0.89347813], [ 0.47982365 63.10765594  8.09895684]
71, 294.67463855921574, 522.1529162313557, [ 1.68736988 29.03413256 -0.84626477], [-0.44140056 27.57522803  4.72133594]
72, 463.98231859244396, 516.7877724730325, [ 1.60909314 29.24469253 -0.74222676], [-7.8276746  21.05599692 10.40380076]
73, 882.2193535460107, 505.7467886802302, [ 1.76793264 29.81394793 -0.72129618], [15.88395019 56.92554047  2.09305817]
74, 300.4328332624669, 503.668414966281, [ 1.71343008 29.89154411 -0.71180997], [-5.45025591  7.75961749  0.94862109]
75, 534.2378155765548, 502.7296085809706, [ 1.62737098 29.9039762  -0.74270761], [-8.60591    1.2432097 -3.0897641]
76, 276.09603403204517, 499.7077373969507, [ 1.60964551 30.04349737 -0.78902016], [-1.77254704 13.95211654 -4.63125478]
77, 682.9124954222224, 497.3667184222124, [ 1.78520575 30.2255585  -0.75426372], [17.55602395 18.2061135   3.47564377]
78, 392.12822828580323, 492.2235061372451, [ 1.69003566 30.442473   -0.70332169], [-9.51700841 21.69144976  5.09420301]
79, 772.1387243869436, 484.6731953578342, [ 1.80023542 30.87325154 -0.57288512], [11.01997513 43.07785356 13.04365673]
80, 716.0462526702543, 471.7141311545214, [ 1.71797339 31.53932774 -0.56500413], [-8.22620207 66.60762008  0.78809916]
81, 410.3333788318453, 472.24251142772454, [ 1.56632564 31.44527291 -0.51174801], [-15.16477566  -9.40548287   5.32561175]
82, 861.1587663534059, 466.1416623362402, [ 1.08380935 31.60341323 -0.37655702], [-48.25162917  15.81403246  13.51909969]
83, 407.14129779875486, 462.0336456156559, [ 1.24465812 31.90353284 -0.13769608], [16.08487774 30.01196069 23.8860934 ]
84, 443.66421030196204, 459.2569613718463, [ 1.29273443 32.08889841 -0.05735681], [ 4.80763069 18.53655676  8.03392754]
85, 583.5004086841628, 454.41511116606955, [ 1.17769713 32.33537147 -0.09592556], [-11.50373021  24.64730658  -3.85687575]
86, 363.3255058124741, 453.6373019738624, [ 0.94372726 32.29481565 -0.1554908 ], [-23.39698715  -4.05558199  -5.95652346]
87, 296.72468628348827, 448.85673566945263, [ 1.02177432 32.62060453 -0.27229073], [  7.80470655  32.5788873  -11.67999335]
88, 431.4770932204166, 446.8193022313433, [ 0.95605709 32.72924668 -0.12796429], [-6.57172286 10.8642153  14.43264381]
89, 415.96145643436813, 443.9763934851333, [ 0.85616747 32.88058554 -0.05422544], [-9.98896266 15.13388578  7.37388502]
90, 258.4425434637875, 443.67573832982316, [ 0.7166147  32.85587435  0.04901048], [-13.95527684  -2.47111844  10.32359276]
91, 335.5715542695996, 441.11634366439944, [ 0.45049965 32.94781383  0.17964558], [-26.61150529   9.19394816  13.06350999]
92, 932.1698990887828, 440.74844863494485, [4.49165117e-01 3.29638827e+01 1.07714741e-02], [ -0.13345284   1.60688814 -16.88741086]
93, 622.3153147301001, 440.73714717156696, [ 0.5319611  32.99429758  0.1132924 ], [ 8.27959787  3.04148635 10.25209288]
94, 579.4953146983484, 436.9234262171613, [ 0.17313675 33.16411618  0.32256829], [-35.8824348   16.98186005  20.92758832]
95, 257.156664464722, 433.7380435509897, [ 0.33174713 33.4186487   0.14144389], [ 15.8610384   25.45325205 -18.11243954]
96, 613.5734656880118, 429.6236544303437, [ 0.32596253 33.73461725  0.41797087], [-0.57846001 31.59685483 27.65269764]
97, 277.9478887154463, 428.23089747215437, [ 0.38050657 33.84454367  0.28458079], [  5.45440416  10.9926421  -13.33900742]
98, 282.42232993896783, 427.50119027294926, [ 0.40476203 33.91623152  0.39971833], [ 2.42554532  7.16878497 11.51375373]
99, 296.20717965426127, 426.0325714120764, [ 0.51603097 34.05115838  0.20165625], [ 11.1268939   13.49268568 -19.80620825]
100, 383.7448472050485, 425.35903680466254, [ 0.53306346 34.11283375  0.25845281], [1.70324993 6.1675371  5.6796565 ]
101, 353.4268527970695, 423.53493900354, [ 0.67854855 34.31798377  0.36876828], [14.54850882 20.51500262 11.03154657]
102, 487.7876622846369, 421.67808323759675, [ 0.83737443 34.53191413  0.35987806], [15.8825878  21.39303597 -0.88902219]
103, 343.6683180350932, 419.1244909758233, [ 0.89785019 34.77541782  0.38497625], [ 6.04757632 24.35036853  2.50981925]
104, 226.84697862794965, 417.72699854558147, [ 0.94311626 34.92755669  0.49353758], [ 4.52660634 15.2138867  10.85613306]
105, 331.93194894589504, 417.0702544365987, [ 1.15355238 35.11068493  0.67784316], [21.04361192 18.31282485 18.43055826]
106, 627.8531613292217, 414.9875319394956, [ 1.05588306 35.24100141  0.60109925], [-9.76693125 13.03164799 -7.67439154]
107, 333.7256515613762, 415.13179719944884, [ 1.13151977 35.26611498  0.59884055], [ 7.5636705   2.51135623 -0.22587011]
108, 80.8998718148733, 415.86309575975787, [ 1.18698138 35.21507981  0.48790444], [  5.54616067  -5.10351633 -11.09361101]
109, 421.20194211594134, 417.5523998870216, [ 1.16625686 35.04762988  0.45382789], [ -2.072452   -16.74499281  -3.40765442]
110, 554.9491949556399, 416.9562711623787, [ 1.21798032 35.13472363  0.51633078], [5.17234608 8.70937472 6.25028848]
111, 210.6942342107403, 415.60985110212545, [ 1.11404396 35.20012448  0.48573666], [-10.39363559   6.5400846   -3.05941204]
112, 463.3529806831476, 412.8953493875711, [ 1.1903714  35.48648879  0.37657004], [  7.63274385  28.63643161 -10.91666139]
113, 366.87160568957205, 412.6820851047368, [ 1.02126615 35.40816741  0.24238607], [-16.91052446  -7.83213867 -13.41839703]
114, 331.92089191246777, 412.2762264951336, [ 1.21761442 35.56541081  0.41585964], [19.63482632 15.72434017 17.34735639]
115, 276.9772562761128, 410.72394470558953, [ 1.17118523 35.68460016  0.30243566], [ -4.64291907  11.9189356  -11.34239787]
116, 291.92790215495387, 409.5522887880897, [ 1.0098923 35.7110033  0.2346783], [-16.12929293   2.64031342  -6.77573602]
117, 725.625615438074, 406.95889173880454, [ 0.92992091 35.93994278  0.25845402], [-7.99713885 22.89394857  2.3775727 ]
118, 167.5541307737936, 408.04850983348086, [ 1.07140611 35.89774448  0.1799258 ], [14.1485197  -4.21983029 -7.85282207]
119, 197.7636116182893, 407.69995380008834, [ 1.0887888  35.94647165  0.2254976 ], [1.7382696  4.87271673 4.55717972]
120, 385.59154586714385, 407.1978609874849, [ 0.96527586 35.93901744  0.34757888], [-12.35129469  -0.74542061  12.20812754]
121, 339.95974202392404, 406.13549964152276, [ 0.92173083 36.03336157  0.39455507], [-4.35450223  9.43441224  4.69761944]
122, 311.30883742974186, 403.24119786902725, [ 0.61190619 36.2037483   0.46219217], [-30.98246403  17.03867311   6.76371019]
123, 694.2852118533933, 403.2452029416937, [ 0.51661378 36.1553214   0.41142454], [-9.52924135 -4.84268976 -5.07676307]
124, 416.235919587523, 402.80015920743426, [ 0.59783526 36.23860826  0.35743893], [ 8.12214774  8.32868618 -5.39856116]
125, 524.0667845030956, 400.12920527718893, [ 0.50557617 36.51079884  0.36506725], [-9.22590852 27.21905816  0.76283175]
126, 529.5465416751754, 399.7878276647311, [ 0.26585576 36.45880636  0.48452947], [-23.97204116  -5.19924835  11.94622186]
127, 188.53530445401367, 398.5935117106777, [ 0.09002778 36.52666479  0.32096032], [-17.58279833   6.78584298 -16.35691435]
128, 463.70478478577604, 399.27722176157675, [ 0.0981385  36.44954263  0.38120128], [ 0.81107261 -7.71221579  6.02409553]
129, 766.8135198499442, 398.7971097900484, [ 0.33521138 36.60036804  0.38389339], [23.70728771 15.08254143  0.26921121]
130, 346.6185623469371, 397.70450631617894, [ 0.37336032 36.75869253  0.41951082], [ 3.81489387 15.83244823  3.56174313]
131, 561.0910676334125, 397.6176622893343, [ 0.37914215 36.76984438  0.38366398], [ 0.57818311  1.11518499 -3.58468401]
132, 143.95567642769984, 398.30000125323835, [ 0.44217353 36.70942882  0.36452595], [ 6.30313778 -6.04155541 -1.91380287]
133, 431.7481736491565, 398.780646688238, [ 0.47861878 36.65995854  0.2674513 ], [ 3.64452555 -4.94702858 -9.70746494]
134, 487.4845580450412, 397.9032899352642, [ 0.56311533 36.81429405  0.26393481], [ 8.44965448 15.43355104 -0.35164918]
135, 361.15503905604, 399.0244135561687, [ 0.57369763 36.68582288  0.42978263], [  1.05823036 -12.84711626  16.58478166]
136, 636.661500563801, 398.8299745900394, [ 0.70521615 36.76721905  0.21819423], [ 13.15185193   8.13961659 -21.15883992]
137, 709.2350493150793, 396.5128317896428, [ 0.84574481 37.17308578  0.38510659], [14.05286577 40.58667322 16.69123587]
138, 544.2442581145043, 395.09774123221104, [ 0.69967146 37.2845356   0.3493069 ], [-14.60733519  11.14498199  -3.57996826]
139, 354.8232203746386, 394.2728344575014, [ 0.75601922 37.43910455  0.13833973], [  5.63477682  15.45689436 -21.09671693]
140, 557.9672939374509, 393.02722823704215, [ 0.65980668 37.57562673  0.26873857], [-9.62125463 13.6522184  13.03988312]
141, 295.6345270461485, 392.0679976979801, [ 0.54478821 37.66030227  0.1492067 ], [-11.50184717   8.4675537  -11.95318685]
142, 636.695710240818, 391.1228702652637, [ 0.55127808 37.8381605   0.46490685], [ 0.64898727 17.78582373 31.57001478]
143, 316.6198485995954, 391.6456273649621, [ 0.46900308 37.69313977  0.40674383], [ -8.22750012 -14.50207356  -5.81630145]
144, 547.4247233114368, 389.8856698624664, [ 0.40145241 37.956644    0.22847795], [ -6.75506677  26.350423   -17.82658808]
145, 273.68868828262987, 390.9707072901453, [ 0.69222291 37.94976432  0.20937933], [29.07704975 -0.68796834 -1.90986162]
146, 409.59770627317164, 390.070199586122, [ 6.81490943e-01  3.81237685e+01 -2.35545611e-02], [ -1.0731965   17.40041564 -23.29338947]
147, 420.3282786057689, 388.40580964429205, [ 0.56183054 38.363847    0.12052424], [-11.96604077  24.00785295  14.40787993]
148, 696.6328535294055, 387.5975152814239, [ 0.52842743 38.51331732  0.29478002], [-3.34031096 14.94703177 17.42557843]
149, 363.6444053822461, 386.72454320885424, [ 0.44361045 38.65398768  0.34352285], [-8.48169713 14.06703568  4.87428297]
150, 126.52182502336272, 386.67660458715693, [ 0.52768059 38.73455908  0.30874892], [ 8.40701337  8.0571401  -3.47739358]
151, 214.68175259091532, 387.2439227720425, [ 0.44959004 38.53451913  0.32794659], [ -7.80905451 -20.00399507   1.91976766]
152, 293.8455328894601, 386.5715002887992, [ 0.27370149 38.56976451  0.40640956], [-17.58885566   3.52453868   7.84629635]
153, 237.82452813530776, 385.92711222858765, [ 0.18776691 38.67274287  0.45615969], [-8.59345785 10.29783592  4.975013  ]
154, 218.0880747566488, 385.9706595463891, [ 0.26989196 38.7175565   0.45664713], [8.21250563 4.48136235 0.04874473]
155, 392.4014383214411, 385.7385305422402, [ 0.23292767 38.74903228  0.42909276], [-3.69642944  3.1475785  -2.75543711]
156, 354.5653958638478, 385.9443260669778, [ 0.19956846 38.67040809  0.32727327], [ -3.33592067  -7.862419   -10.18194965]
157, 411.7004636927826, 387.0890123248324, [ 0.44731015 38.57193857  0.16088491], [ 24.77416822  -9.84695202 -16.63883606]
158, 211.50096842433328, 386.4745461867408, [ 0.34212285 38.63991434  0.19770932], [-10.51872906   6.79757647   3.68244113]
159, 238.62031595246586, 386.17049743795144, [ 0.13231829 38.57509071  0.19580282], [-20.98045621  -6.48236248  -0.19064951]
160, 243.09747619601677, 387.0050045255246, [ 0.23376556 38.44049721  0.29895438], [ 10.14472658 -13.45934989  10.31515533]
161, 391.11419304185046, 386.51621297366887, [ 0.16303124 38.50945598  0.25984209], [-7.07343183  6.89587733 -3.91122852]
162, 196.9601226855242, 387.31692098551275, [ 0.17699732 38.33906625  0.34978455], [  1.39660761 -17.03897338   8.99424577]
163, 227.606071147833, 387.44272297142, [ 0.1637049  38.30619355  0.38730794], [-1.32924207 -3.28727037  3.75233934]
164, 633.5472581091165, 388.1896396014495, [ 0.32044313 38.23895029  0.28799363], [15.67382361 -6.7243253  -9.9314311 ]
165, 317.8896277641927, 387.3573698753465, [ 0.30750704 38.41084346  0.3743247 ], [-1.29360925 17.18931696  8.63310719]
166, 536.6399080593085, 387.6593947755269, [ 0.43859853 38.43189241  0.31501249], [13.1091495   2.10489504 -5.9312216 ]
167, 252.23549608836078, 388.0767590057637, [ 0.38275964 38.3078407   0.42052317], [ -5.58388984 -12.40517127  10.5510687 ]
168, 344.9137966771922, 387.4170594129948, [ 0.25783798 38.36717232  0.39150718], [-12.49216552   5.93316147  -2.90159884]
169, 428.0735701146597, 386.7360091403682, [ 0.25612358 38.52698296  0.50078115], [-0.17143962 15.98106406 10.92739635]
170, 366.90276081692934, 384.75748943389715, [ 0.10739202 38.93133954  0.46391873], [-14.87315639  40.43565868  -3.68624189]
171, 227.45512939314114, 384.1145124090831, [ 0.09387685 39.11566056  0.46975784], [-1.35151741 18.43210148  0.58391087]
172, 260.73744907653327, 384.55344361646536, [ 0.22035534 39.09071513  0.60076349], [12.64784945 -2.49454258 13.10056518]
173, 561.1350783956788, 384.7590208337222, [ 0.38113111 39.15019182  0.21867085], [ 16.07757655   5.94766832 -38.20926398]
174, 426.31294948797114, 385.0284759023624, [ 0.45084588 39.13323338  0.47438311], [ 6.97147758 -1.69584403 25.57122642]
175, 549.188623086034, 384.5918270162186, [ 0.25950499 39.09843819  0.50545123], [-19.13408881  -3.47951894   3.10681196]
176, 252.57813529458525, 384.18526271650813, [ 0.14287808 39.13663361  0.53953999], [-11.66269121   3.81954284   3.40887591]
177, 280.3502659174975, 384.0499799555743, [-0.04306255 39.04660714  0.49382244], [-18.59406329  -9.00264712  -4.57175519]
178, 283.44230718456504, 384.5499206460222, [-0.09463472 38.87599726  0.54109729], [ -5.15721663 -17.0609882    4.7274847 ]
179, 169.15373769999613, 384.8943251005739, [ 0.05049979 38.88568047  0.68136739], [14.513451    0.96832103 14.02701007]
180, 462.1556490779918, 384.1533888772699, [5.62225723e-03 3.90391666e+01 3.88096999e-01], [ -4.48775355  15.3486169  -29.32703895]
181, 191.68107531095984, 384.04893149680834, [ 0.1070014  39.14380996  0.27466203], [ 10.13791463  10.46433199 -11.34349713]
182, 275.46461790755876, 383.07170538475293, [8.26577280e-03 3.94184950e+01 2.75091086e-01], [-9.87356307 27.46850263  0.04290584]
183, 280.9409786318481, 384.1059587791773, [ 0.0665705  39.10252814  0.18854284], [  5.83047236 -31.59668457  -8.65482485]
184, 443.5222950149797, 384.00921805252074, [-1.75538169e-04  3.90886871e+01  1.83159599e-01], [-6.67460346 -1.38410538 -0.53832386]
185, 509.13721746935533, 384.8491160083286, [ 0.3054325  39.06653274  0.10002411], [30.56080414 -2.21543492 -8.31354922]
186, 459.89251209037184, 385.34302978824235, [ 4.79867368e-01  3.90987305e+01 -3.05945807e-02], [ 17.44348649   3.21977476 -13.06186877]
187, 197.6080791092115, 385.83754282023386, [ 0.59608063 39.0933754  -0.14269144], [ 11.62132657  -0.53550855 -11.20968622]
188, 370.173870769279, 385.5878625947147, [ 0.69960987 39.23846247  0.10166594], [10.35292317 14.50870666 24.43573802]
189, 567.7165298822846, 385.6095606254288, [ 0.75963179 39.29114549  0.25298149], [ 6.00219224  5.26830195 15.13155492]
190, 477.8607443928175, 384.55835966271917, [ 0.56268404 39.4171649   0.24308283], [-19.69477483  12.60194116  -0.98986529]
191, 217.83675362483996, 383.9640165081778, [ 0.42792916 39.48856101  0.20109458], [-13.47548825   7.13961124  -4.19882551]
192, 355.5834172148513, 383.49080874731436, [ 0.32485609 39.56344399  0.20604601], [-10.30730626   7.48829843   0.49514335]
193, 435.0094227276105, 383.34758249828826, [ 0.25004392 39.55184835  0.14197452], [-7.48121703 -1.15956448 -6.40714928]
194, 187.25350476316112, 382.9887447608493, [ 0.07961331 39.55979402  0.04703762], [-17.04306158   0.79456684  -9.49369032]
195, 346.08184295401213, 382.63933430116987, [-0.05934719 39.58778339  0.0726262 ], [-13.8960498    2.79893701   2.55885831]
196, 626.2126915330384, 382.4554714491499, [-1.91916324e-02  3.97474430e+01 -5.70161007e-03], [ 4.01555573 15.96596175 -7.83278091]
197, 587.2916123979592, 381.76203500338835, [-0.07521617 40.09987763  0.0868273 ], [-5.60245354 35.24346243  9.25289105]
198, 202.26527514312326, 381.5889001692873, [-0.07153932 40.20295324  0.19720288], [ 0.36768488 10.30756068 11.0375577 ]
199, 305.2465977427288, 381.7966035620534, [1.47916755e-02 4.01272845e+01 2.46620762e-01], [ 8.63309946 -7.56687189  4.94178848]
200, 829.071441785513, 381.32493982328634, [-0.16179446 40.26788707  0.38635356], [-17.65861361  14.06025521  13.97328012]
201, 288.03348091691726, 381.61943524392365, [ 0.07649767 40.50059389  0.23968572], [ 23.82921273  23.27068205 -14.66678438]
202, 284.9194486388568, 381.51612180971847, [1.89790496e-04 4.04878792e+01 1.83456306e-01], [-7.63078763 -1.27147248 -5.62294134]
203, 354.19895429685096, 381.39610342076367, [-0.16700658 40.33761197  0.10177002], [-16.71963674 -15.02671981  -8.16862887]
204, 462.3625233190668, 381.28605168265835, [-0.39494782 40.3249701  -0.04124137], [-22.7941243   -1.26418661 -14.30113921]
205, 165.69987290102424, 381.1763552341557, [-0.51802334 40.41555975 -0.05767708], [-12.30755178   9.05896525  -1.64357071]
206, 312.8287231237011, 381.31250333876864, [-0.41115465 40.45623367 -0.12985864], [10.68686838  4.06739112 -7.21815534]
207, 556.6722148006609, 381.4596494914796, [-0.39350645 40.66920344 -0.24662204], [  1.76482032  21.29697794 -11.67634037]
208, 134.19835477533, 381.5262587736171, [-0.31092082 40.74161898 -0.23983544], [8.25856286 7.24155365 0.67865994]
209, 283.44941347174483, 381.3619371266552, [-0.46502036 40.72927992 -0.20619927], [-15.40995384  -1.23390653   3.36361698]
210, 408.9316334535278, 381.55118816862495, [-0.44421969 40.84519067 -0.29583524], [ 2.08006714 11.59107577 -8.96359662]
211, 854.3243007704614, 381.10617082184655, [-0.73005971 40.72175635 -0.06220065], [-28.58400217 -12.34343261  23.36345901]
212, 368.2739989332259, 381.0641866815614, [-7.22215924e-01  4.07310236e+01 -2.50575867e-02], [0.78437867 0.92672387 3.7143059 ]
213, 532.1400091214803, 381.3156988231339, [-0.5728583  40.84381283 -0.17919245], [ 14.93576282  11.27892481 -15.41348636]
214, 266.3762106953949, 381.2800336850658, [-0.70666288 40.7577037  -0.18662986], [-13.38045889  -8.61091298  -0.74374118]
215, 450.6448516783474, 381.43816010335394, [-0.69016158 40.58873365 -0.30427788], [  1.65013061 -16.8970052  -11.76480204]
216, 271.7452434179651, 381.6138692374059, [-0.59453004 40.58818764 -0.39726727], [ 9.56315374 -0.05460153 -9.2989384 ]
217, 328.5127556285163, 381.56943192212987, [-0.44897038 40.61852912 -0.33791286], [14.55596631  3.03414811  5.93544099]
