epoch,loss,test_loss(cost),wight,n_grad
32, 495.2262034831794, 852.8141570670347, [ 1.6489843  18.90215609 -1.11223447], [-1.89407355 19.85031099 -8.05266081]
33, 244.45359143445566, 844.92718351975, [ 1.69594169 19.10444901 -0.91640595], [ 4.69573897 20.2292913  19.58285183]
34, 688.645469170456, 826.9529091930739, [ 1.63365256 19.53792612 -1.03306295], [ -6.22891285  43.34771118 -11.66570019]
35, 489.88279934992516, 816.4873678596991, [ 1.43894309 19.75973064 -0.89127704], [-19.47094763  22.18045209  14.17859151]
36, 303.6060371455157, 820.0718013118659, [ 1.40523616 19.66212046 -0.99205216], [ -3.3706924   -9.76101777 -10.07751219]
37, 1166.057568503698, 798.4569004506786, [ 1.3318602  20.20182335 -0.96091678], [-7.33759642 53.97028868  3.11353812]
38, 972.2582468066009, 781.6873097339773, [ 1.01376395 20.57885557 -0.79955256], [-31.80962492  37.70322225  16.13642243]
39, 677.7805243163508, 769.4180122870933, [ 0.75337781 20.85988435 -0.84636578], [-26.03861447  28.10287782  -4.68132246]
40, 522.7205716244896, 761.2801939451379, [ 0.53262616 21.04349667 -0.89967493], [-22.0751645   18.36123215  -5.33091454]
41, 417.85812447491446, 753.0868933074311, [ 0.64651698 21.29152763 -1.04238242], [ 11.38908162  24.80309573 -14.27074932]
42, 624.1366175341116, 736.2309033192746, [ 0.79726043 21.79416655 -1.08377916], [15.07434544 50.26389247 -4.13967421]
43, 537.2427613566945, 728.9144227827979, [ 0.71028672 21.98532019 -0.92646847], [-8.69737095 19.11536334 15.73106876]
44, 393.541209717892, 719.7460376341094, [ 0.60654744 22.23512529 -1.00048186], [-10.37392786  24.98051065  -7.40133814]
45, 1136.8837276275779, 696.5948526125513, [ 0.41365936 22.89509128 -0.98736068], [-19.28880875  65.99659872   1.31211745]
46, 507.87895730308935, 686.9219339208255, [ 0.4292277  23.20650876 -1.2834182 ], [  1.55683438  31.14174771 -29.60575212]
47, 1142.943963647386, 673.6463215756987, [ 0.11506318 23.57118485 -1.14346063], [-31.41645152  36.46760985  13.99575731]
48, 991.3220277690345, 654.264189612411, [-9.70220351e-03  2.42017260e+01 -1.42812521e+00], [-12.47653872  63.05411798 -28.4664578 ]
49, 809.4505809765757, 640.1947763163151, [ 3.89829240e-03  2.46807316e+01 -1.42456986e+00], [ 1.36004959 47.90055489  0.35553493]
50, 602.1159026807169, 632.919051960036, [-0.2773107  24.89887567 -1.42976651], [-28.12089965  21.81440908  -0.51966572]
51, 658.0287354947221, 627.6575005518928, [-0.40739641 25.06848257 -1.40414005], [-13.00857017  16.96068954   2.56264672]
52, 440.15282673193605, 623.1192918446741, [-0.26539926 25.24606488 -1.39453102], [14.19971454 17.75823067  0.96090314]
53, 637.4632423880362, 614.0276593033768, [-0.24327147 25.58030331 -1.40274847], [ 2.21277951 33.42384301 -0.82174533]
54, 955.9266500272676, 597.1916821612302, [-0.3206577  26.20830236 -1.41926401], [-7.73862324 62.79990538 -1.65155414]
55, 453.2183945512962, 590.1939549678477, [-0.47877036 26.45702091 -1.31678187], [-15.81126629  24.87185509  10.24821375]
56, 545.2843822152781, 578.4936631556707, [-0.58103075 26.92504547 -1.38978936], [-10.22603925  46.80245616  -7.3007484 ]
57, 92.44509326328186, 575.9232660341214, [-0.53498398 27.03726379 -1.41344535], [ 4.604677   11.22183163 -2.36559926]
58, 516.6486998270914, 566.4958025427707, [-0.5981353  27.4284149  -1.40833074], [-6.31513141 39.11511145  0.51146063]
59, 824.4532896698136, 555.384717608382, [-0.46436689 27.91748199 -1.33329331], [13.37684047 48.90670902  7.50374325]
60, 302.60392008764404, 554.2319952824989, [-0.31313773 27.98409131 -1.34187545], [15.12291589  6.66093148 -0.85821402]
61, 522.8208254139687, 545.5284712013954, [-0.18149568 28.41115209 -1.49151537], [ 13.16420548  42.70607832 -14.96399171]
62, 283.79200570553513, 542.5665428889665, [-0.10666523 28.54554064 -1.38636617], [ 7.48304457 13.43885447 10.51492001]
63, 464.8846712580324, 533.9669233159043, [-0.12129028 28.95810409 -1.40734418], [-1.46250432 41.25634537 -2.09780138]
64, 344.009767086235, 529.425264263837, [-0.2146628  29.15247337 -1.2372642 ], [-9.33725261 19.43692846 17.00799799]
65, 233.8815125577536, 529.4718996350884, [-0.23035172 29.14234666 -1.17884093], [-1.56889171 -1.01267193  5.84232751]
66, 505.61151621625567, 525.0543618461962, [-0.18718218 29.34707376 -0.94759051], [ 4.31695358 20.47271026 23.12504196]
67, 747.0288183511946, 524.6254353115706, [-0.28919666 29.35133755 -0.85619442], [-10.20144736   0.42637953   9.13960844]
68, 605.531361171057, 519.7397013778044, [-0.09346387 29.64484297 -1.10198564], [ 19.57327915  29.35054195 -24.57912207]
69, 312.5725808414081, 515.8682084143379, [ 1.48439731e-02  2.98810931e+01 -1.27127676e+00], [ 10.8307839   23.62501338 -16.92911182]
70, 263.3686787049775, 514.280917660078, [ 0.09676129 29.97611764 -1.26828921], [8.19173153 9.50245305 0.29875542]
71, 285.3505948199137, 514.4375368362361, [ 0.14512795 29.96418221 -1.1865705 ], [ 4.83666665 -1.19354277  8.17187056]
72, 238.0568207771063, 512.2710399225933, [ 0.08134563 30.07101027 -1.16805933], [-6.37823234 10.68280641  1.85111733]
73, 582.4349963877553, 505.0749300322383, [ 0.35945559 30.52743391 -1.29943539], [ 27.8109954   45.64236347 -13.13760603]
74, 585.1071516120194, 497.47122780125363, [ 0.21812573 30.9846844  -1.50146363], [-14.13298591  45.72504882 -20.20282378]
75, 175.32740693050957, 495.9296851953501, [ 0.21146077 31.08508574 -1.5438091 ], [-0.66649592 10.04013429 -4.23454774]
76, 326.88228012801693, 493.12824302808417, [ 0.12938356 31.23195176 -1.45749875], [-8.20772068 14.68660207  8.63103586]
77, 139.9995802718384, 491.8607321819965, [ 0.24918969 31.32688694 -1.45653022], [11.98061274  9.49351837  0.09685267]
78, 520.749733760154, 490.2666050686155, [ 0.13291465 31.37496398 -1.23198846], [-11.62750372   4.8077034   22.45417597]
79, 437.6408865499442, 489.1753350075047, [ 0.33722264 31.44981836 -1.07330928], [20.43079908  7.4854384  15.86791748]
80, 405.31294973125165, 488.131807451085, [ 0.44012008 31.53487194 -1.09040893], [10.28974381  8.50535743 -1.70996467]
81, 659.9325041607143, 484.4861632132359, [ 0.37460084 31.79239267 -1.28558769], [ -6.55192394  25.75207391 -19.51787608]
82, 289.9229529010298, 484.2635126170874, [ 0.42011672 31.84789451 -1.46989167], [  4.55158758   5.55018391 -18.43039773]
83, 342.709926148421, 481.06475059546983, [ 0.26604432 32.02377919 -1.37256161], [-15.40724002  17.58846726   9.73300555]
84, 418.82603241463875, 476.66668695220653, [ 0.27313814 32.35906339 -1.49100903], [  0.7093822   33.5284208  -11.84474213]
85, 315.7052578500864, 473.41063392054565, [ 0.27515542 32.58439876 -1.42751957], [ 0.20172793 22.53353694  6.34894627]
86, 314.03995782213445, 470.8964593988814, [ 0.33636047 32.81909654 -1.57756244], [  6.12050511  23.46977714 -15.00428697]
87, 388.917309640747, 469.3361209997298, [ 0.3466404  32.89773063 -1.39353165], [ 1.02799319  7.86340941 18.40307967]
88, 163.93941012470754, 469.16280567777, [ 0.42799701 32.89735162 -1.27211513], [ 8.13566075 -0.03790106 12.14165169]
89, 264.6249015199886, 467.64938559709685, [ 0.37790824 33.00610271 -1.26101408], [-5.00887676 10.87510865  1.11010467]
90, 595.5483672690727, 465.90993240655945, [ 0.49202499 33.17587696 -1.31703758], [11.41167467 16.9774255  -5.60234973]
91, 542.8379850849399, 466.8132994647283, [ 0.40165268 33.06006542 -1.18196447], [ -9.0372308  -11.58115372  13.50731133]
92, 265.06262382052404, 464.3896839571498, [ 0.31375585 33.23449778 -1.13800798], [-8.78968328 17.44323569  4.39564886]
93, 420.58410436390585, 460.9900936907388, [ 0.29608441 33.56641708 -1.3452525 ], [ -1.76714382  33.1919297  -20.72445181]
94, 155.940575397925, 460.58091355943236, [ 0.23086338 33.61851366 -1.43917466], [-6.52210248  5.20965835 -9.39221697]
95, 248.47445878916, 460.8447260347901, [ 0.38004946 33.63836502 -1.52115704], [14.91860803  1.98513636 -8.19823787]
96, 281.67509158272594, 457.0104021163069, [ 0.33161161 33.99155192 -1.55683106], [-4.84378521 35.31868961 -3.56740141]
97, 735.9598720636101, 456.158210170552, [ 0.23147234 34.01720715 -1.41966468], [-10.01392725   2.56552297  13.71663795]
98, 205.0644905179442, 456.0196505677187, [ 0.24327475 34.03226209 -1.42124668], [ 1.18024138  1.50549436 -0.15819977]
99, 481.3299170724082, 454.4249500531459, [ 0.30251712 34.21132589 -1.47822762], [ 5.9242364  17.9063795  -5.69809407]
100, 670.8143346172075, 453.0777106851191, [ 0.31868581 34.34404636 -1.46750694], [ 1.61686971 13.27204748  1.07206768]
101, 584.4967579066265, 451.73870168098694, [ 0.23645005 34.56720559 -1.72854729], [ -8.22357583  22.31592286 -26.10403537]
102, 638.5500166363801, 450.61295564454815, [ 0.25624288 34.74564953 -1.85625025], [  1.97928283  17.84439389 -12.77029554]
103, 122.95105065607723, 452.6804925301733, [ 0.2572513  34.59286574 -2.01299433], [  0.10084215 -15.27837919 -15.67440824]
104, 492.3090926341498, 450.501618483852, [ 0.12245926 34.76765935 -1.90611062], [-13.47920417  17.4793612   10.6883707 ]
105, 150.77698585865534, 449.4973751091936, [ 0.11783707 34.84125039 -1.82188921], [-0.46221933  7.35910401  8.42214131]
106, 431.6053478426182, 446.78759871088624, [ 1.04056534e-03  3.51884921e+01 -1.89271206e+00], [-11.67965042  34.72416868  -7.0822845 ]
107, 830.3349850316287, 445.0760145217625, [ 0.19172413 35.54484417 -2.10739994], [ 19.06835605  35.63520918 -21.46878828]
108, 138.81315369757243, 443.68950206496885, [ 0.32380983 35.67762386 -1.99589693], [13.20856998 13.27796884 11.15030127]
109, 270.2000849427576, 443.10712392806687, [ 0.39625373 35.73353273 -1.94006536], [7.24439063 5.59088682 5.58315703]
110, 715.8524769599726, 438.6675830928162, [ 0.4846803  36.20505361 -1.60078847], [ 8.84265697 47.15208848 33.92768861]
111, 225.5296509566292, 437.90729158096076, [ 0.44350902 36.24832734 -1.47528158], [-4.11712824  4.32737249 12.55068874]
112, 373.90523515464673, 437.0779290770159, [ 0.25432727 36.41661724 -1.56273672], [-18.91817447  16.8289902   -8.74551424]
113, 452.4258151716971, 434.99298495883966, [ 0.42498344 36.72491649 -1.42422318], [17.06561692 30.82992495 13.85135488]
114, 456.24099493597896, 434.8174191041858, [ 0.26986294 36.79843187 -1.5070203 ], [-15.51205055   7.35153809  -8.27971191]
115, 427.3266776457673, 433.5097179085622, [ 0.227169   36.94561848 -1.34229879], [-4.2693943  14.7186607  16.47215093]
116, 239.32742235468595, 433.13480920663284, [ 0.38068594 37.12898159 -1.45894349], [ 15.3516948   18.3363113  -11.66446992]
117, 699.2636380514693, 431.7467367842159, [ 0.23055269 37.29526627 -1.27401728], [-15.01332497  16.62846846  18.49262017]
118, 423.559570747997, 430.4851180535254, [ 0.12617306 37.4416405  -1.0496259 ], [-10.43796308  14.63742298  22.43913811]
119, 785.1715701259308, 431.7183807706258, [-1.35327313e-02  3.71578773e+01 -1.07739987e+00], [-13.97057939 -28.3763249   -2.77739647]
120, 453.3969278941273, 432.01521863600414, [-0.04212741 37.14663429 -1.16007113], [-2.85946812 -1.12429618 -8.26712657]
121, 238.46825101022768, 431.67872964361493, [-0.05120862 37.19847737 -1.12003312], [-0.90812124  5.1843077   4.00380166]
122, 355.618444520285, 432.36435347630453, [-3.13272872e-02  3.70949166e+01 -1.20178102e+00], [  1.98813376 -10.35607403  -8.1747909 ]
123, 273.96350097773, 431.9019745843733, [ 0.10927297 37.25798752 -1.27878027], [14.06002554 16.30708953 -7.69992487]
124, 298.482589422702, 432.0572656067007, [-0.07390182 37.2649611  -1.32401103], [-18.31747833   0.69735711  -4.5230756 ]
125, 417.0182080250961, 431.96939554741977, [-0.09102874 37.43962973 -1.48612537], [ -1.71269229  17.46686326 -16.21143452]
126, 600.4218830955494, 431.12072278112106, [-0.21564309 37.58661546 -1.37214523], [-12.46143559  14.69857291  11.39801412]
127, 494.8089057754636, 430.7284690178503, [-3.47523046e-02  3.75239688e+01 -1.22098397e+00], [18.08907894 -6.26467047 15.11612609]
128, 437.34940609728045, 430.74258820903304, [-0.10878595 37.39839714 -1.06449141], [ -7.40336415 -12.55716142  15.64925658]
129, 396.6119753841594, 429.91807617924053, [-0.30727545 37.63851857 -1.02431621], [-19.84895064  24.01214341   4.01751955]
130, 158.95675304905336, 429.541103334123, [-0.3116672  37.68427451 -0.93935916], [-0.43917446  4.575594    8.49570494]
131, 656.1397765615277, 428.9106178517904, [-0.33259171 37.7297624  -0.73465299], [-2.09245126  4.54878869 20.47061716]
132, 170.7457367920303, 428.7940166112584, [-0.36557112 37.6835076  -0.59812085], [-3.29794148 -4.62547955 13.65321368]
133, 599.8411871024783, 428.0343708624699, [-0.2999518  37.87356598 -0.53260766], [ 6.56193254 19.005838    6.55131907]
134, 355.4870107665114, 428.20730213583977, [-0.2134027  37.77246269 -0.50158663], [  8.6549101  -10.1103293    3.10210289]
135, 237.70774605200572, 427.73929920828624, [-0.05338246 37.92538069 -0.54033233], [16.00202356 15.29179957 -3.87457004]
136, 250.3271071149129, 428.06002085971386, [-0.09134969 37.85519221 -0.59292816], [-3.79672261 -7.01884762 -5.25958223]
137, 458.2077871845521, 427.99483050277263, [-0.47237663 37.97596926 -0.55991819], [-38.10269419  12.07770515   3.30099692]
138, 811.2249377256493, 427.2670452811358, [-0.49857384 38.07138014 -0.24745773], [-2.61972095  9.54108768 31.24604576]
139, 156.9194728527986, 427.1399974230283, [-0.51219021 38.14303684 -0.26361978], [-1.36163694  7.1656705  -1.61620477]
140, 182.1469102101189, 427.22039683207856, [-0.68748682 38.236359   -0.27265684], [-17.52966105   9.33221562  -0.90370599]
141, 576.1077677395583, 428.5155728346511, [-0.79525741 38.10471314 -0.70590676], [-10.77705887 -13.16458632 -43.32499182]
142, 286.9432735731723, 428.35930917307, [-0.6907369  38.03013036 -0.64494949], [10.45205126 -7.45827737  6.09572672]
143, 486.2910434416015, 428.8138998122147, [-0.77744057 38.15791157 -0.88352896], [ -8.67036727  12.77812116 -23.85794763]
144, 340.25031231121204, 428.3945651322447, [-0.93822307 38.22570427 -0.63138924], [-16.07824993   6.7792693   25.21397267]
145, 330.16520962453245, 428.39965664650646, [-0.89027774 38.41490955 -0.81309662], [  4.79453261  18.920528   -18.17073831]
146, 502.4547051098799, 427.60870407079403, [-0.63326036 38.55487431 -0.78315792], [25.70173777 13.99647608  2.99386974]
147, 626.7620758553871, 426.64676328188006, [-0.65411172 38.7358292  -0.42116133], [-2.08513547 18.09548952 36.199659  ]
148, 650.640775057159, 426.97094414164036, [-0.80502692 38.6363649  -0.37665616], [-15.0915196   -9.94643047   4.45051694]
149, 299.18265207516487, 426.94425057916413, [-0.73598042 38.57347165 -0.39552246], [ 6.90464935 -6.28932494 -1.88662953]
150, 92.83712020380634, 427.0214998596082, [-0.67829345 38.56432757 -0.48916053], [ 5.76869703 -0.91440837 -9.36380724]
151, 251.4136892295106, 427.12320777760414, [-0.75458238 38.59396806 -0.48667862], [-7.6288928   2.9640492   0.24819149]
152, 165.1062298192408, 427.1450751421736, [-0.77024629 38.67191359 -0.52785938], [-1.56639122  7.79455343 -4.11807587]
153, 328.76967174093704, 426.8931536521882, [-0.79695058 38.8300618  -0.44722103], [-2.67042861 15.81482035  8.06383479]
154, 332.0925940290522, 427.2513191765895, [-0.8199769  38.91498489 -0.62260956], [ -2.30263225   8.492309   -17.53885295]
155, 220.48085914259642, 427.27335069011605, [-0.7527038  39.14966153 -0.72914066], [  6.72731005  23.46766435 -10.65311064]
156, 244.93269364665403, 427.24674983609015, [-0.73910767 39.32933718 -0.72704854], [ 1.35961297 17.96756471  0.20921283]
157, 441.4954433013745, 427.9936128213522, [-0.93038681 39.42540501 -0.82136367], [-19.12791444   9.60678378  -9.43151384]
158, 249.68581609095773, 428.26254303463895, [-0.9334792  39.56988476 -0.88127433], [-0.30923847 14.44797462 -5.9910655 ]
159, 245.16925465181257, 428.4268646299859, [-1.01592695 39.46979484 -0.88380195], [ -8.24477555 -10.00899248  -0.2527622 ]
160, 312.541488078868, 427.83510941216167, [-0.93372054 39.52995066 -0.73553604], [ 8.2206411   6.01558202 14.82659066]
161, 560.2331765896602, 427.7457625220496, [-1.02429623 39.38126176 -0.63332825], [ -9.05756872 -14.86888925  10.22077954]
162, 581.096929107991, 427.6707105162788, [-0.98804443 39.29280208 -0.65493947], [ 3.62517975 -8.84596858 -2.16112198]
163, 500.68193533383055, 428.72579736236736, [-1.24308866 39.43316571 -0.75236805], [-25.50442276  14.03636358  -9.74285816]
164, 233.50146023471387, 428.3679267851556, [-1.2302196  39.44260817 -0.62451988], [ 1.28690629  0.94424595 12.78481713]
165, 370.77981801327826, 428.4733721363981, [-1.17218811 39.39624822 -0.74885098], [  5.8031483   -4.63599512 -12.43311018]
166, 235.38911125064448, 428.36356204870884, [-1.16681752 39.50940172 -0.6857626 ], [ 0.53705972 11.31535033  6.30883807]
167, 208.04725112270927, 428.9872531280436, [-1.19313856 39.51556337 -0.88343053], [ -2.63210437   0.61616505 -19.76679254]
168, 210.9868295010268, 429.1191428546652, [-1.26769439 39.46013416 -0.85966578], [-7.45558297 -5.54292143  2.37647498]
169, 407.1757167893421, 428.90191983963456, [-1.27338376 39.41931338 -0.78443943], [-0.56893654 -4.08207773  7.5226346 ]
170, 311.75857973644645, 429.1771099258894, [-1.36723869 39.63126731 -0.7037981 ], [-9.38549384 21.19539298  8.06413278]
171, 656.2573246452633, 429.8099404575121, [-1.60641436 39.61509898 -0.60758199], [-23.91756618  -1.61683299   9.62161094]
172, 533.0330876949367, 429.0939416599003, [-1.35053679 39.75559704 -0.63800902], [25.5877564  14.04980599 -3.04270237]
173, 276.15390910994853, 429.736343551616, [-1.42963694 39.81124648 -0.74719261], [ -7.9100152    5.56494384 -10.91835914]
174, 451.31933221842866, 429.60059767277204, [-1.44840978 39.97559001 -0.56499973], [-1.8772831  16.43435243 18.21928781]
175, 809.735666090861, 428.60619438938056, [-1.13140389 39.99623912 -0.59391601], [31.70058862  2.06491111 -2.89162756]
176, 356.8065792180409, 429.3281087294272, [-1.27338429 40.23936639 -0.49973494], [-14.19803975  24.312727     9.41810661]
177, 392.39889699935674, 429.36456494873977, [-1.32318569 40.02414858 -0.62127116], [ -4.98014064 -21.52178026 -12.15362159]
178, 230.08395025189807, 428.82867655517185, [-1.24530116 39.93108885 -0.57524574], [ 7.78845305 -9.30597327  4.60254109]
179, 343.10612381381577, 428.7330031173358, [-1.25796171 39.93758013 -0.51052331], [-1.26605516  0.64912749  6.47224372]
180, 359.0132978580659, 428.3040475341542, [-1.25135381 39.92326734 -0.32213982], [ 0.66079002 -1.43127829 18.8383491 ]
181, 141.62068453781671, 427.96347656158906, [-1.23526212 39.80529375 -0.25295445], [  1.60916992 -11.79735904   6.91853691]
182, 276.38633713188455, 428.02342278342144, [-1.1193645  39.82375752 -0.46486156], [ 11.5897615    1.84637628 -21.19071097]
183, 427.8317698173969, 428.15735167520694, [-1.07024542 39.85525076 -0.57382154], [  4.91190838   3.14932406 -10.8959986 ]
184, 77.84560164544943, 428.08702409419965, [-1.10366576 39.81078279 -0.52413232], [-3.34203403 -4.44679643  4.96892192]
185, 91.42134655816571, 427.9838889342815, [-0.98883571 39.80156218 -0.63031465], [ 11.48300464  -0.92206145 -10.61823296]
186, 205.04384874055376, 428.1819594870776, [-1.04035627 39.91998483 -0.58330517], [-5.15205633 11.84226542  4.70094839]
187, 537.2952376598475, 428.1502072154455, [-1.00737022 39.86237803 -0.64441212], [ 3.29860574 -5.76068042 -6.11069515]
188, 578.6121723783033, 428.1457145178242, [-1.08216756 39.94388109 -0.49583892], [-7.47973465  8.15030623 14.85731976]
189, 118.33734264689863, 428.01271519472823, [-1.05489582 39.8953804  -0.50532716], [ 2.7271744  -4.85006852 -0.94882333]
190, 744.9466875719941, 428.04753991030157, [-1.0820399  39.99797769 -0.40850314], [-2.71440857 10.25972885  9.68240122]
191, 341.85167536246126, 428.35561013227255, [-1.09346163 40.03211202 -0.51058635], [ -1.14217288   3.41343271 -10.20832066]
192, 342.67010405885003, 428.34100666676386, [-1.08491935 39.99145665 -0.54590178], [ 0.8542287  -4.06553752 -3.53154312]
193, 455.82190660133335, 428.7291927184082, [-1.08856529 40.08621135 -0.63534345], [-0.36459461  9.47547027 -8.94416678]
194, 228.79269431291573, 428.7217399286544, [-0.87129471 40.15060765 -0.8275495 ], [ 21.72705819   6.43963008 -19.22060485]
195, 344.4844472427443, 429.201387239942, [-0.87457009 40.23512668 -0.92977013], [ -0.32753768   8.45190293 -10.22206277]
196, 334.9383618250819, 429.37872606201375, [-0.94130206 40.09544149 -1.01334989], [ -6.67319749 -13.96851905  -8.35797618]
197, 403.49839722282337, 428.919148101412, [-0.80695982 40.17465733 -0.93785833], [13.43422396  7.92158385  7.54915603]
198, 212.1938903719221, 429.09446091970005, [-0.78251089 40.2415116  -0.97193572], [ 2.44489322  6.68542704 -3.40773882]
199, 498.2400044523014, 429.5571338946826, [-0.72792261 40.24888353 -1.1502384 ], [  5.45882773   0.73719364 -17.83026866]
200, 549.6487559199617, 430.42556757089255, [-0.60478634 40.35922134 -1.39988432], [ 12.31362691  11.03378042 -24.96459215]
201, 275.3389140939188, 429.84335874487834, [-0.57663558 40.20268565 -1.35383099], [  2.81507668 -15.65356869   4.60533367]
202, 584.7143023030626, 429.69561335369275, [-0.43402449 40.01526449 -1.47736905], [ 14.26110891 -18.74211596 -12.35380668]
203, 182.62411516249358, 428.9165437077333, [-0.40867808 39.95438763 -1.31346579], [ 2.53464099 -6.08768588 16.39032676]
204, 275.33779928944244, 430.19371906344963, [-0.45079533 40.04037844 -1.57905704], [ -4.21172487   8.59908114 -26.5591253 ]
205, 224.39768206032932, 429.9177263408677, [-0.36016443 39.99021417 -1.57398044], [ 9.06308993 -5.01642684  0.50765971]
206, 713.5937506006061, 431.521954184467, [-0.44097713 39.98631118 -1.89216991], [ -8.08127049  -0.39029914 -31.81894647]
207, 377.28663759714357, 432.5087439729232, [-0.43667359 40.07882631 -2.05812263], [  0.43035382   9.25151227 -16.59527243]
208, 122.04251792014986, 433.1815754705952, [-0.34085284 40.18745273 -2.18151919], [  9.58207585  10.86264286 -12.3396557 ]
209, 316.7107330329694, 432.9508564014693, [-0.24666289 40.24586939 -2.14975499], [9.41899433 5.84166564 3.17641989]
210, 234.62263594823747, 433.94470308974576, [-0.37453975 40.24286244 -2.28568455], [-12.78768582  -0.30069466 -13.59295609]
211, 568.5207627711172, 433.4248422887107, [-0.3899507  40.24586427 -2.18617074], [-1.54109527  0.30018231  9.95138128]
212, 304.63872338921624, 433.35266671985687, [-0.2716561  40.37458122 -2.16336718], [11.82946062 12.87169559  2.28035597]
213, 254.9512070796949, 433.6710706601978, [-0.349276   40.45712238 -2.15725703], [-7.76199004  8.25411609  0.61101487]
214, 180.12855512903874, 432.8235604710179, [-0.36723702 40.41383515 -2.01115546], [-1.7961025  -4.32872313 14.61015702]
215, 427.032785785925, 431.29134666289383, [-0.40681317 40.33054047 -1.72021884], [-3.95761506 -8.3294684  29.09366166]
216, 537.911803495765, 432.30083299804596, [-0.53291395 40.47693891 -1.8014037 ], [-12.61007752  14.63984379  -8.11848562]
217, 257.5233947305135, 431.9383231466272, [-0.68839828 40.45635849 -1.6514083 ], [-15.54843302  -2.05804182  14.99954022]
