epoch,loss,test_loss(cost),wight,n_grad
49, 779.4772280943383, 744.9511253034647, [-0.42433404 24.41204552 -0.83056727], [ 1.10656203 38.67015107  7.33335836]
50, 668.0391013541512, 734.6986002332221, [-0.340569   24.70011159 -0.77258566], [ 8.37650452 28.80660685  5.79816154]
51, 651.2009720760813, 727.411773126973, [-0.29977641 24.90795744 -0.78843966], [ 4.07925883 20.78458551 -1.58539973]
52, 834.7604436124119, 713.1357353734026, [-0.26798365 25.32092971 -0.75835534], [ 3.17927567 41.2972267   3.00843204]
53, 464.4130598588181, 708.7206900381246, [-0.25068424 25.45053268 -0.70862983], [ 1.72994108 12.96029753  4.97255031]
54, 471.99948819396906, 701.1016682356608, [-0.19970338 25.6776264  -0.69937565], [ 5.09808623 22.70937135  0.92541804]
55, 765.092506287526, 689.7821321369692, [-0.12962018 26.02042765 -0.61115481], [ 7.00832002 34.28012543  8.8220838 ]
56, 617.6594878119619, 679.0865945494484, [-0.1610598  26.34937504 -0.71571271], [ -3.14396242  32.89473941 -10.45578987]
57, 570.5049618227515, 667.8157828762626, [-0.20249499 26.70274342 -0.71956983], [-4.14351891 35.33683753 -0.38571184]
58, 480.3065873812259, 661.4295608573519, [-0.26992745 26.90560851 -0.71436271], [-6.74324582 20.28650895  0.52071257]
59, 430.5782473586328, 655.4644855649219, [-0.3265087  27.09944936 -0.81904209], [ -5.65812469  19.38408501 -10.46793828]
60, 513.8649583953381, 649.5608911930315, [-0.20593126 27.2971186  -0.88716929], [12.05774373 19.76692356 -6.81272043]
61, 516.3826974106636, 638.5026771790102, [-0.0789868  27.67086093 -0.90092814], [12.69444626 37.37423379 -1.37588512]
62, 342.3296674510195, 633.0673616230202, [-1.85309356e-02  2.78575483e+01 -8.81091543e-01], [ 6.04558626 18.66874139  1.98366011]
63, 560.9886246369038, 625.5533465316267, [-0.15335656 28.11809862 -1.02538373], [-13.48256283  26.05502684 -14.42921874]
64, 527.3545285071033, 619.428962960978, [-0.09090914 28.3324481  -0.9393202 ], [ 6.24474191 21.43494826  8.60635286]
65, 720.4322572052885, 610.0297142779958, [-0.09071527 28.67374946 -1.04564928], [ 1.93872097e-02  3.41301366e+01 -1.06329077e+01]
66, 471.04976961946295, 602.8297015870514, [-0.07751457 28.94192623 -1.12342033], [ 1.32007045 26.81767654 -7.77710509]
67, 477.2882017480831, 598.9705209809298, [ 9.71590964e-03  2.90899915e+01 -1.14810909e+00], [ 8.72304778 14.80652913 -2.46887624]
68, 489.98505653831273, 592.4053115419923, [ 0.1058238  29.34348417 -1.17181081], [ 9.61078871 25.34926509 -2.37017178]
69, 580.5362653874943, 588.4669677687733, [ 0.09428544 29.49384335 -1.16519682], [-1.15383547 15.03591786  0.66139905]
70, 456.2228491190246, 581.1592946459465, [ 0.10027891 29.78031653 -1.1792531 ], [ 0.59934642 28.64731812 -1.40562854]
71, 583.5959599855083, 576.0398541807532, [ 0.1098591  29.98069189 -1.11411394], [ 0.95801917 20.03753622  6.51391605]
72, 405.1026242458313, 572.4746918022308, [ 0.12783844 30.12125126 -1.03949989], [ 1.79793376 14.05593642  7.46140526]
73, 508.24217561147407, 566.4772191988956, [ 0.18305878 30.36770175 -1.00453592], [ 5.52203431 24.64504937  3.49639763]
74, 440.9550015015561, 563.0078249419531, [ 0.14133491 30.51366798 -1.06965157], [-4.17238682 14.59662248 -6.51156583]
75, 552.2191535511769, 557.811814396122, [-1.33182373e-02  3.07346750e+01 -1.19019222e+00], [-15.46531478  22.10070414 -12.05406515]
76, 472.7251932861408, 553.463391941747, [-0.13539575 30.91369395 -1.12314579], [-12.20775111  17.9018937    6.70464376]
77, 564.4066802280555, 548.0673934829036, [-0.2139453  31.14940668 -1.13789657], [-7.85495547 23.57127274 -1.47507806]
78, 508.28600297420917, 544.5194436382324, [-0.14866541 31.31447191 -1.21327701], [ 6.52798949 16.50652326 -7.53804445]
79, 406.2613127126304, 540.8787489039995, [-0.11915209 31.47467161 -1.13942541], [ 2.95133232 16.01996922  7.38516033]
80, 526.1521354390362, 535.8925936160219, [-0.04495844 31.70874717 -1.16925666], [ 7.41936459 23.40755653 -2.98312478]
81, 545.3982605354586, 534.736563985724, [ 2.73821587e-03  3.17594196e+01 -1.10204925e+00], [4.7696655  5.06723802 6.72074024]
82, 421.9661376240623, 532.51030413332, [-0.03494069 31.85898903 -1.04691311], [-3.76789087  9.95694743  5.51361424]
83, 459.9019969832953, 528.0441694037262, [ 4.23037499e-03  3.20752704e+01 -1.07584392e+00], [ 3.91710678 21.62813569 -2.89308069]
84, 280.18097905857337, 525.7034613604253, [ 0.06799341 32.19432992 -1.1189524 ], [ 6.37630305 11.90595405 -4.3108477 ]
85, 405.3546659818514, 522.9917432310558, [ 0.08837313 32.32884392 -1.12714177], [ 2.03797225 13.45139912 -0.81893779]
86, 477.13392400185495, 521.0989428402198, [ 0.09501547 32.42025152 -1.09198037], [0.66423443 9.14076005 3.51614008]
87, 354.0222908318665, 518.2330144502142, [ 0.08872803 32.55923282 -1.0319775 ], [-0.62874394 13.89813076  6.00028738]
88, 359.7655176166528, 515.4257391794423, [ 0.11081951 32.69837178 -0.96686346], [ 2.20914788 13.91389553  6.51140365]
89, 380.3064437784937, 512.6895464420077, [ 0.09256561 32.83998585 -0.98556711], [-1.82539004 14.16140759 -1.87036511]
90, 414.54164253000295, 511.25216691224233, [ 0.1108755  32.91980649 -1.03986532], [ 1.83098838  7.98206391 -5.42982062]
91, 378.9683045977141, 509.28852916666983, [ 0.04545851 33.02146654 -1.0520223 ], [-6.54169814 10.16600502 -1.21569793]
92, 323.3223874385546, 507.8498864279167, [ 2.47970411e-02  3.31019818e+01 -1.10936492e+00], [-2.06614725  8.05152142 -5.73426238]
93, 382.6128506061694, 503.7568257716216, [-9.14221452e-04  3.33198462e+01 -1.08029053e+00], [-2.57112626 21.78644068  2.90743953]
94, 423.59463991829614, 503.03676845281547, [-0.05042725 33.36768729 -1.18833938], [ -4.95130302   4.78411203 -10.80488508]
95, 416.94935410966536, 500.36446397706686, [-3.10725695e-02  3.35186460e+01 -1.20884554e+00], [ 1.93546822 15.0958729  -2.0506159 ]
96, 366.2390023459217, 498.3602981126316, [-0.06534777 33.63595266 -1.26020214], [-3.42752023 11.73066468 -5.13565977]
97, 360.91994950506364, 496.1284554791798, [ 0.03760573 33.77162398 -1.2998879 ], [10.29535008 13.56713228 -3.96857691]
98, 362.02657331622993, 493.5429468308359, [ 0.0414283  33.92535979 -1.32775045], [ 0.3822569  15.37358013 -2.78625448]
99, 434.7320498401826, 492.57554246341977, [ 0.07120255 33.97936309 -1.29406332], [2.97742521 5.40033081 3.3687129 ]
100, 375.63321720801497, 490.8231376485968, [ 0.05138679 34.07460963 -1.22794125], [-1.98157643  9.52465357  6.61220654]
101, 440.0296115243741, 489.8316521728719, [ 0.03894947 34.13642832 -1.25336905], [-1.24373151  6.18186934 -2.54277994]
102, 453.7011714101964, 488.339202652711, [-5.47899348e-03  3.42327996e+01 -1.31679812e+00], [-4.44284642  9.63713032 -6.3429069 ]
103, 372.85555881626425, 486.5743606796866, [ 0.04505233 34.33531251 -1.25822723], [ 5.05313242 10.25128864  5.85708894]
104, 543.3494980605134, 483.65091078126864, [ 1.51473021e-02  3.45176885e+01 -1.27080737e+00], [-2.99050286 18.23759895 -1.258014  ]
105, 556.4636718789425, 482.17061182427176, [ 0.10627657 34.60450823 -1.18490554], [9.11292688 8.68197268 8.59018355]
106, 300.8314727246674, 480.7208696675737, [ 0.04635523 34.70028287 -1.23021372], [-5.99213455  9.57746391 -4.53081864]
107, 431.6902828771653, 478.79425870196405, [ 0.08408454 34.82492974 -1.21424959], [ 3.77293102 12.46468768  1.59641316]
108, 424.824769202743, 478.3989856914421, [ 0.12052274 34.85392849 -1.22479309], [ 3.64382034  2.89987444 -1.05434974]
109, 662.3204452380617, 477.0051200133376, [ 0.04558089 34.9567171  -1.32589257], [ -7.49418467  10.27886082 -10.10994816]
110, 486.2536598027205, 473.1276949325007, [ 0.05586196 35.21536942 -1.29453813], [ 1.02810702 25.8652324   3.13544458]
111, 378.4599613162877, 472.1462267674989, [ 0.15629309 35.28205542 -1.25237691], [10.04311288  6.66860026  4.21612151]
112, 348.1335589860591, 471.2028739059965, [ 0.20639053 35.33706715 -1.1539271 ], [5.00974347 5.50117245 9.84498135]
113, 405.59681225622296, 470.0029318717711, [ 0.0878989  35.41988772 -1.1870249 ], [-11.84916273   8.28205709  -3.30978016]
114, 312.279287704644, 469.2241790447195, [ 0.08653058 35.47517442 -1.18633003], [-0.13683174  5.52867029  0.06948715]
115, 352.75451101787723, 469.3902416543635, [ 0.10763526 35.46389611 -1.1834264 ], [ 2.11046763 -1.1278308   0.29036323]
116, 434.00095849530175, 467.4291846183237, [ 0.09895994 35.59646835 -1.12301747], [-0.86753144 13.25722374  6.04089302]
117, 396.6807695108377, 467.53234544415005, [ 2.17950476e-02  3.55992440e+01 -1.21923019e+00], [-7.71648956  0.27756065 -9.62127224]
118, 299.6990839614728, 467.0337825108491, [-1.47673906e-02  3.56323171e+01 -1.20539075e+00], [-3.65624381  3.30730995  1.38394378]
119, 487.45211365008174, 466.7069437600853, [-0.0520648  35.67141616 -1.31113238], [ -3.72974142   3.90991056 -10.57416275]
120, 461.48804862423685, 467.2821005522788, [-2.75383796e-02  3.56407035e+01 -1.37594946e+00], [ 2.45264252 -3.07126131 -6.48170869]
121, 316.50369345097573, 466.8421357217407, [-4.19695712e-03  3.56574368e+01 -1.27620862e+00], [2.33414224 1.67332073 9.97408467]
122, 461.14358489427434, 465.13321888875043, [-3.50270939e-02  3.57695428e+01 -1.18762963e+00], [-3.08301368 11.21060295  8.85789858]
123, 314.6343732489945, 463.5730698489005, [-1.19595621e-02  3.58870066e+01 -1.18261854e+00], [ 2.30675318 11.746385    0.50110935]
124, 435.52542439139916, 462.6146897655729, [-1.64297197e-02  3.59615052e+01 -1.19203693e+00], [-0.44701576  7.44985275 -0.94183887]
125, 506.9781525600945, 460.69204540682085, [-0.057432   36.09752631 -1.11053943], [-4.10022827 13.60211479  8.14974962]
126, 418.4899636015654, 459.29360453075816, [-0.07414811 36.20018275 -1.05692105], [-1.6716107  10.2656441   5.36183813]
127, 423.1263083239353, 460.52973702065634, [-3.58176456e-02  3.61104241e+01 -1.10759896e+00], [ 3.83304637 -8.97586872 -5.06779152]
128, 368.3360089982474, 460.0997099673963, [-1.66480365e-02  3.61332552e+01 -1.02337733e+00], [1.91696092 2.28311627 8.42216349]
129, 335.58024790985974, 459.9411535002299, [-0.05557773 36.14374992 -1.01593057], [-3.89296901  1.04946906  0.74467623]
130, 311.93186969273154, 460.61117506667915, [-0.097141   36.10598459 -1.13123514], [ -4.15632756  -3.77653327 -11.53045679]
131, 444.8485562245467, 458.8075868755724, [-0.073595   36.24193641 -1.07743123], [ 2.35460008 13.59518188  5.38039076]
132, 466.55825003123294, 458.0875702887531, [-0.14429985 36.28759251 -0.99504119], [-7.07048484  4.56561055  8.23900334]
133, 449.41942492642767, 455.69974187588696, [-0.14168682 36.48287073 -0.98852765], [ 0.26130282 19.52782164  0.65135438]
134, 400.36242175174556, 455.2423641762346, [-0.10492501 36.5225878  -0.99559461], [ 3.67618083  3.97170689 -0.70669614]
135, 324.95846284602345, 454.9263070028917, [-0.12648247 36.54435129 -0.96163115], [-2.15574569  2.1763499   3.39634669]
136, 401.89521470855163, 455.0747847412802, [-0.12039252 36.5453309  -1.05810526], [ 0.60899498  0.09796003 -9.6474111 ]
137, 422.4370700179713, 454.6297817415648, [-0.12157983 36.56281361 -0.90936757], [-0.11873127  1.74827149 14.8737689 ]
138, 488.6966849599129, 454.4260408403121, [-0.10532602 36.58315827 -0.93243703], [ 1.62538152  2.03446559 -2.3069458 ]
139, 408.22262736360733, 454.1145461801491, [-1.80100799e-02  3.66219558e+01 -1.00969262e+00], [ 8.7315938   3.8797517  -7.72555905]
140, 373.284302558975, 453.39450191757015, [ 0.05796321 36.67431905 -0.92256429], [7.59732876 5.23632693 8.71283249]
141, 329.07993593836386, 453.76524201553724, [ 0.07217929 36.64808378 -0.96030114], [ 1.42160861 -2.62352722 -3.7736845 ]
142, 436.83097981111183, 453.12452250083624, [-9.13937988e-04  3.66975905e+01 -9.37823807e-01], [-7.30932318  4.95066835  2.24773293]
143, 483.16724763709846, 453.35867615848207, [ 3.10561304e-02  3.66843184e+01 -9.81033493e-01], [ 3.19700684 -1.32720737 -4.32096862]
144, 234.56362007181568, 454.0898341694921, [ 1.28312697e-02  3.66152918e+01 -9.38722616e-01], [-1.82248607 -6.9026595   4.23108764]
145, 367.28547679449235, 453.2806708542106, [-1.81543380e-02  3.66760821e+01 -8.78454762e-01], [-3.09856077  6.07903209  6.02678548]
146, 338.1514081915998, 452.15719802860906, [-0.09330227 36.76861471 -0.8497447 ], [-7.51479345  9.25325953  2.87100602]
147, 427.2142488877691, 450.80287789641693, [-0.06556114 36.88906205 -0.851782  ], [ 2.774113   12.04473419 -0.20372973]
148, 314.0333333965817, 450.10211863893835, [-0.05897588 36.94524956 -0.79362827], [0.65852645 5.6187503  5.81537311]
149, 212.08333466087856, 449.30128140793624, [-1.09955779e-02  3.70135103e+01 -7.44204787e-01], [4.79803001 6.82607093 4.94234801]
150, 322.67928386396943, 448.7879054721106, [-0.03990236 37.05999273 -0.74481025], [-2.89067867  4.64824644 -0.06054612]
151, 437.2952936877155, 448.03854916249793, [-7.68023659e-03  3.71321812e+01 -7.62898941e-01], [ 3.22221281  7.21885063 -1.80886927]
152, 417.8357771829865, 446.9130050559999, [-0.03878427 37.23131397 -0.70661897], [-3.11040364  9.91327383  5.6279976 ]
153, 317.8539297065657, 446.7182076907549, [-0.04442114 37.24214356 -0.62905164], [-0.5636865   1.08295814  7.756733  ]
154, 311.5166631189896, 445.50517031457116, [-0.09844732 37.35318318 -0.57057537], [-5.40261781 11.10396273  5.84762659]
155, 354.1531959825087, 445.44353631965737, [-3.37334844e-02  3.73648788e+01 -6.26876172e-01], [ 6.47138317  1.16956394 -5.63008022]
156, 474.98833485424143, 445.8776932381591, [-0.06750341 37.33654661 -0.76294915], [ -3.37699255  -2.83322084 -13.6072976 ]
157, 393.4767424646132, 446.2742665645703, [-5.83186270e-03  3.73009902e+01 -7.75884184e-01], [ 6.16715473 -3.55563684 -1.29350364]
158, 404.0791574477651, 445.88356702207415, [-2.57190639e-02  3.73402565e+01 -7.91788354e-01], [-1.98872012  3.92662259 -1.590417  ]
159, 337.31072135614727, 444.2462896481234, [-6.50209004e-03  3.75143928e+01 -8.79316879e-01], [ 1.92169738 17.41363199 -8.75285253]
160, 327.37688245228213, 444.46052755752913, [-0.04407918 37.4981156  -0.91946229], [-3.75770911 -1.62771896 -4.01454134]
161, 426.45321138739234, 442.79612118123134, [-0.06897744 37.6465764  -0.7774904 ], [-2.48982599 14.84608005 14.19718889]
162, 298.0955519639744, 443.45537737395875, [-0.04574945 37.5794792  -0.7784299 ], [ 2.32279904 -6.70972037 -0.09394963]
163, 362.81106567411786, 443.5200000488348, [-0.13168853 37.57477639 -0.79920907], [-8.59390809 -0.47028092 -2.0779165 ]
164, 472.2812997519821, 443.47419265831394, [ 0.06132511 37.59147997 -0.85723811], [19.30136408  1.67035816 -5.80290473]
165, 436.2124047406567, 443.506400866158, [ 0.0858229  37.58369538 -0.81922406], [ 2.44977938 -0.77845919  3.80140543]
166, 363.1093915911482, 443.4511137484033, [ 1.90944485e-02  3.75854349e+01 -8.08356645e-01], [-6.67284546  0.17395416  1.08674134]
167, 355.28062931150373, 442.5969414092136, [ 1.04318484e-02  3.76754200e+01 -8.25422377e-01], [-0.86626001  8.99850477 -1.70657321]
168, 423.96784796368337, 442.44974227006037, [ 1.31454478e-02  3.76890350e+01 -8.13085884e-01], [0.27135994 1.36150122 1.23364933]
169, 373.736924800679, 441.6734432582553, [ 1.28373262e-02  3.77714237e+01 -8.19354461e-01], [-0.03081215  8.23887512 -0.62685769]
170, 362.9808464918912, 441.23226398517295, [ 0.09322718 37.8199098  -0.81034915], [8.03898555 4.84860692 0.90053092]
171, 355.9927023973903, 441.66487431512667, [-6.42337957e-04  3.77845495e+01 -9.00566830e-01], [-9.38695197 -3.5360292  -9.02176784]
172, 351.1806023943466, 441.4649900841369, [-6.46408075e-03  3.78069046e+01 -9.07942152e-01], [-0.58217428  2.2355135  -0.73753226]
173, 246.3640600296984, 440.96294886851507, [ 9.62136579e-03  3.78654277e+01 -9.32200750e-01], [ 1.60854465  5.85230618 -2.42585974]
174, 289.05836501954394, 440.5525694535156, [ 2.21615376e-02  3.79034091e+01 -8.91572381e-01], [1.25401718 3.79813657 4.06283686]
175, 384.38469060716824, 440.37001096092274, [-0.05053568 37.93185096 -0.95050984], [-7.2697219   2.84418863 -5.89374601]
176, 259.19894582504935, 441.20554728409036, [-0.05866178 37.83599218 -0.92219824], [-0.81260948 -9.58587823  2.83115984]
177, 354.725213376936, 441.05071883137936, [-0.16324046 37.83654711 -0.82425958], [-10.45786794   0.05549387   9.79386613]
178, 311.66907101035895, 440.6419172605152, [-0.10844002 37.86853324 -0.73740992], [5.48004399 3.19861218 8.68496603]
179, 283.81450722796103, 440.5881971671736, [-2.36956821e-02  3.78777523e+01 -7.55584604e-01], [ 8.47443336  0.9219021  -1.8174683 ]
180, 272.4142888747909, 440.478352358614, [-5.99683088e-03  3.78896262e+01 -7.52516204e-01], [1.76988512 1.18739728 0.30684004]
181, 294.6244422948545, 440.53988607244924, [-2.88943332e-02  3.78849779e+01 -7.70767937e-01], [-2.28975023 -0.464837   -1.82517328]
182, 345.930786318341, 440.70623660391504, [-1.25411035e-02  3.78656623e+01 -7.58830926e-01], [ 1.63532297 -1.93155464  1.19370103]
183, 413.88919758368337, 440.49025639043697, [ 0.05626766 37.89350722 -0.77654906], [ 6.8808764   2.78449027 -1.77181378]
184, 353.44115272844465, 440.16912217572843, [ 1.61642521e-02  3.79164809e+01 -6.96203145e-01], [-4.01034083  2.29736775  8.03459196]
185, 330.80898878659804, 439.92230484837125, [-1.71410853e-02  3.79423200e+01 -6.92969744e-01], [-3.33053374  2.58390986  0.32334004]
186, 364.8034182578013, 439.5070457765775, [-0.09638158 37.99108671 -0.72328986], [-7.92404904  4.87667136 -3.03201133]
187, 343.33574767104534, 439.5202747731299, [-0.09584026 37.9846815  -0.6845246 ], [ 0.05413195 -0.64052016  3.87652613]
188, 386.13864012201435, 439.92785368622043, [-0.13885711 37.93703031 -0.66181487], [-4.30168512 -4.76511934  2.27097291]
189, 341.1157132799198, 440.084511991332, [-0.14168864 37.92369075 -0.69389733], [-0.28315329 -1.33395614 -3.20824651]
190, 330.46357103517175, 440.68774926698694, [-0.19620825 37.85736356 -0.6832074 ], [-5.45196114 -6.63271913  1.06899319]
191, 250.5069002603271, 440.70951089809444, [-0.18722051 37.86624599 -0.77279573], [ 0.89877456  0.88824336 -8.95883341]
192, 346.55598535848287, 440.255978946059, [-0.21057254 37.91777599 -0.78622077], [-2.33520373  5.15300014 -1.342504  ]
193, 285.1523133109409, 440.3513581260307, [-0.28668755 37.91750449 -0.84366718], [-7.61150042 -0.02714984 -5.7446402 ]
194, 373.6600709028877, 440.3948848934091, [-0.29707158 37.91306286 -0.84370909], [-1.03840351 -0.44416352 -0.0041918 ]
195, 324.28952364289813, 440.63855534560804, [-0.29116033 37.88074993 -0.80604451], [ 0.59112549 -3.23129321  3.76645824]
196, 423.008215069312, 439.8821341317449, [-0.25909156 37.97047567 -0.8566882 ], [ 3.20687652  8.97257469 -5.06436875]
197, 259.5106444240189, 439.28525769273705, [-0.25487775 38.03378859 -0.83642459], [0.42138077 6.33129125 2.02636144]
198, 267.56911900828743, 438.25818653267453, [-0.27532979 38.14661579 -0.80657543], [-2.04520342 11.28272072  2.98491531]
199, 283.4665821882443, 438.2150772071933, [-0.17019017 38.14879934 -0.80284489], [10.51396151  0.21835411  0.37305404]
200, 503.64919309484003, 438.0277064261225, [-0.16901602 38.17907124 -0.85603543], [ 0.11741532  3.02719097 -5.31905373]
201, 286.4211526557559, 438.2254988083167, [-0.12254237 38.15224465 -0.83358985], [ 4.64736491 -2.68265961  2.24455812]
202, 305.41830071435305, 438.95854786339123, [-0.1499589  38.07437899 -0.86903273], [-2.74165308 -7.78656597 -3.54428826]
203, 339.1273502574103, 439.1231796900416, [-1.12685638e-02  3.80441203e+01 -7.87408585e-01], [13.86903388 -3.02587103  8.16241453]
204, 478.3279875909386, 438.5885006231202, [ 0.10501388 38.11446081 -0.8248681 ], [11.62824398  7.03405295 -3.74595108]
205, 295.5091178612655, 438.81310450898343, [ 0.08687657 38.08512684 -0.80613558], [-1.81373045 -2.93339634  1.8732515 ]
206, 344.2027426296647, 439.1447372293153, [ 0.07438566 38.0549519  -0.85422983], [-1.24909135 -3.01749429 -4.80942491]
207, 330.75649392555215, 438.88665530250165, [ 0.12852926 38.08796488 -0.86232957], [ 5.41436019  3.30129773 -0.80997419]
208, 374.68929288344805, 438.14914825098634, [ 0.08258924 38.16799206 -0.84936157], [-4.594002    8.00271768  1.29679981]
209, 408.0916969670121, 437.9055588486171, [ 3.05775535e-02  3.81945353e+01 -8.50678880e-01], [-5.20116864  2.65432061 -0.13173065]
210, 446.4788561617714, 437.3183159079059, [-2.67419495e-03  3.82446185e+01 -7.39983241e-01], [-3.32517484  5.00832283 11.06956389]
