epoch,loss,test_loss(cost),wight,n_grad
57, 367.3632123448559, 402.16394130443086, [ 0.0857007  40.51348102 -0.79371937], [-2.94729894 -3.29389731 -2.72026786]
58, 448.79307380218086, 401.94758735773246, [ 2.36911303e-02  4.05100946e+01 -7.76905006e-01], [-6.20095718 -0.33864517  1.68143634]
59, 465.51721806830824, 401.80470143097375, [ 0.08261733 40.494854   -0.71115233], [ 5.89262014 -1.52405687  6.57526733]
60, 375.9470300629505, 401.738700851855, [ 2.83681691e-02  4.04950812e+01 -7.31203415e-01], [-5.42491626  0.02271919 -2.00510821]
61, 383.34969808512574, 401.8013228320297, [-0.04810068 40.50189852 -0.79525928], [-7.64688524  0.68173348 -6.40558609]
62, 465.9153206637514, 401.62212322797285, [-0.07202999 40.50334585 -0.75068697], [-2.39293055  0.14473237  4.45723018]
63, 376.5648678316762, 401.8233177150662, [-0.05168508 40.54760445 -0.72338183], [2.03449084 4.42586015 2.73051399]
64, 351.48848177514344, 401.6975309204295, [-0.06608655 40.55330406 -0.67990447], [-1.4401469   0.56996143  4.34773625]
65, 385.3074184919494, 401.4169240042194, [-0.04314926 40.50106384 -0.66407446], [ 2.29372935 -5.2240227   1.58300092]
66, 334.4150569138175, 401.264613012452, [-0.07871851 40.47083432 -0.69323111], [-3.55692578 -3.02295118 -2.91566526]
67, 345.5170741948552, 401.2924814488779, [-1.94548356e-02  4.04726785e+01 -6.55749335e-01], [5.9263678  0.18441805 3.74817802]
68, 424.08889506900175, 401.16871029855315, [-0.07048021 40.47916036 -0.63792687], [-5.10253747  0.64818563  1.78224642]
69, 418.0976935395167, 400.9713023820057, [-0.05413396 40.45120142 -0.60783691], [ 1.63462549 -2.79589397  3.00899628]
70, 372.4011780644152, 400.9177203225516, [-0.12216175 40.4870132  -0.56812653], [-6.80277969  3.58117738  3.97103777]
71, 342.72254547109253, 401.1089698105851, [-0.10313064 40.54631378 -0.50319835], [1.90311172 5.93005842 6.4928179 ]
72, 371.177712044189, 401.3891919512704, [-0.11251914 40.58108493 -0.54515448], [-0.9388508   3.47711468 -4.19561249]
73, 426.18951579875755, 401.45965868142304, [-0.05512353 40.5356209  -0.62159301], [ 5.73956179 -4.54640249 -7.64385331]
74, 447.4685621532374, 401.82571881829006, [-0.0811255  40.59460503 -0.65564746], [-2.60019735  5.89841285 -3.40544515]
75, 339.2870672005847, 402.28076886526503, [-0.09957169 40.66050652 -0.69805175], [-1.84461914  6.59014913 -4.24042942]
76, 339.12829109244007, 402.2706917475113, [-9.67737075e-03  4.06708756e+01 -6.06791585e-01], [8.98943194 1.03691204 9.12601694]
77, 463.79393598400725, 402.56639037582084, [ 2.25686070e-02  4.07365434e+01 -5.49008925e-01], [3.22459777 6.56677704 5.77826603]
78, 320.9089785901675, 402.5615967449556, [ 2.61402339e-02  4.07357157e+01 -5.45997220e-01], [ 0.35716269 -0.08276957  0.30117049]
79, 415.7992580065383, 402.8875930897429, [ 0.06760203 40.72988282 -0.64367656], [ 4.1461792  -0.58328918 -9.76793407]
80, 306.6688797539547, 402.86568497173516, [ 4.79910394e-03  4.07700936e+01 -6.01830525e-01], [-6.28029219  4.02108041  4.18460359]
81, 478.31768045177813, 403.2101677036189, [-2.18502266e-02  4.08024852e+01 -6.76869945e-01], [-2.66493305  3.23916186 -7.50394201]
82, 347.8577680076429, 403.1374336520846, [-0.04647184 40.76798449 -0.74002078], [-2.4621616  -3.45007533 -6.31508334]
83, 525.2519521323791, 403.0889634041186, [-0.08776306 40.76545437 -0.75739034], [-4.12912201 -0.25301221 -1.7369563 ]
84, 423.14133463278836, 402.7588814025576, [-0.10628394 40.7311062  -0.72685543], [-1.85208729 -3.43481744  3.05349105]
85, 387.414909402891, 403.17013087746255, [-0.05549958 40.74514674 -0.80109563], [ 5.07843506  1.40405448 -7.42402019]
86, 448.451530120547, 403.42102949315915, [-0.05667851 40.78310324 -0.81053692], [-0.11789246  3.79565001 -0.94412874]
87, 387.5255472599454, 403.5987440887506, [-0.07938127 40.83048023 -0.79162763], [-2.27027595  4.73769836  1.89092884]
88, 322.2001215559829, 403.9409703399566, [-0.04455829 40.84505993 -0.84924275], [ 3.48229754  1.45797042 -5.76151141]
89, 487.1738789716855, 403.40057320357647, [-8.74438408e-03  4.07513686e+01 -8.30635285e-01], [ 3.58139096 -9.36913581  1.86074608]
90, 371.6491952376841, 403.3650876314867, [-5.31372002e-03  4.07393905e+01 -8.39129224e-01], [ 0.34306641 -1.19780902 -0.84939394]
91, 395.3598681067757, 402.85477040302555, [-0.06127145 40.69252242 -0.80190535], [-5.5957733  -4.68680619  3.72238792]
92, 410.65838080091225, 402.4252029796823, [-0.18730153 40.65339917 -0.81585678], [-12.60300777  -3.9123246   -1.39514353]
93, 383.80310016645905, 402.53188561479686, [-0.18562822 40.69620297 -0.769647  ], [0.16733066 4.28037916 4.62097795]
94, 411.0166401761718, 402.5468549700805, [-0.16083087 40.71474817 -0.72307076], [2.4797351  1.85452056 4.65762387]
95, 363.8762346451139, 402.6723486961741, [-0.12011212 40.72624929 -0.71635421], [4.07187562 1.15011166 0.67165503]
96, 415.827326120185, 402.59677944007836, [-0.18826421 40.74943    -0.68772488], [-6.81520893  2.31807136  2.86293328]
97, 454.9826524745372, 402.7961914371967, [-0.14793977 40.77405993 -0.6804175 ], [4.03244388 2.46299253 0.73073764]
98, 330.62200604771147, 402.86595149816867, [-0.16509802 40.80520695 -0.65061081], [-1.71582569  3.11470228  2.98066925]
99, 341.0379221826465, 402.98406839134446, [-0.19710577 40.83721288 -0.64454745], [-3.20077441  3.20059326  0.60633571]
100, 447.3039850453358, 402.9384863953265, [-0.20624574 40.80976491 -0.69304859], [-0.91399748 -2.74479752 -4.85011386]
101, 388.95676110299013, 402.70340281032657, [-0.18790281 40.76060861 -0.70169624], [ 1.83429332 -4.91562923 -0.86476463]
102, 421.79380710840235, 402.5963581765996, [-0.19379204 40.75424598 -0.68112038], [-0.58892286 -0.63626341  2.05758598]
103, 442.3135505091398, 402.32401379294504, [-0.18879152 40.68745069 -0.71857785], [ 0.50005164 -6.6795289  -3.74574701]
104, 344.3481470919394, 402.5123765388258, [-0.1838892  40.73223049 -0.69071767], [0.49023262 4.47797996 2.78601784]
105, 468.8566562788077, 402.45943781687726, [-0.1527552  40.71636115 -0.68436043], [ 3.11339995 -1.58693403  0.63572358]
106, 309.3754891487065, 402.52812120047827, [-0.1805711  40.69750925 -0.76279826], [-2.78159055 -1.88519025 -7.84378213]
107, 389.34145240806816, 402.624708229964, [-0.09881335 40.69067216 -0.75548577], [ 8.17577554 -0.68370845  0.73124848]
108, 424.4657724174093, 402.7021725687072, [-0.14362169 40.69689225 -0.79816304], [-4.48083388  0.62200829 -4.26772718]
109, 352.1969197069011, 402.36578475030706, [-0.16481767 40.64013566 -0.80739902], [-2.11959869 -5.67565816 -0.9235975 ]
110, 377.4932478861769, 402.5992056369858, [-0.16229527 40.66549858 -0.83439737], [ 0.25223976  2.53629117 -2.69983573]
111, 462.02011040250073, 402.6960268528926, [-0.13185855 40.68493526 -0.81100613], [3.04367222 1.94366879 2.33912449]
112, 352.68842823452155, 402.8579487697071, [-2.30116116e-02  4.06770706e+01 -8.05064717e-01], [10.88469407 -0.78646749  0.59414133]
113, 373.3217428317007, 402.83099126763625, [-0.05738414 40.66773302 -0.83688423], [-3.43725253 -0.93375701 -3.18195135]
114, 387.48719653583595, 402.7583264092356, [-0.08363673 40.6593814  -0.84626531], [-2.62525963 -0.83516148 -0.93810845]
115, 395.4200659634574, 403.0066054598358, [-3.86386714e-02  4.06835265e+01 -8.50995862e-01], [ 4.49980618  2.41450473 -0.47305476]
116, 274.21366730039097, 402.85671093478777, [ 1.77867761e-02  4.06619360e+01 -8.03241278e-01], [ 5.64254475 -2.15904521  4.77545844]
117, 387.63062505021736, 402.3222321380023, [ 1.36904391e-02  4.05760021e+01 -7.89230546e-01], [-0.4096337  -8.59338809  1.40107321]
118, 361.62347401775094, 402.0692516281929, [ 3.27565310e-02  4.05217797e+01 -7.89103217e-01], [ 1.90660919 -5.42223717  0.01273288]
119, 358.33749175768736, 402.5938752888872, [ 2.74124611e-02  4.05896152e+01 -8.41470422e-01], [-0.53440699  6.78354931 -5.23672048]
120, 337.60964522795484, 402.53718202234677, [-1.65946045e-02  4.05542336e+01 -9.13958299e-01], [-4.40070656 -3.53816621 -7.24878779]
121, 408.0371620690166, 402.5739790038358, [-3.09518003e-04  4.05728244e+01 -8.83303673e-01], [1.62850865 1.85907882 3.06546261]
122, 423.39411074240996, 402.5703502465209, [ 1.77034147e-02  4.05640566e+01 -8.84402689e-01], [ 1.80129327 -0.87677387 -0.10990161]
123, 521.0376448163615, 402.12338872142243, [-0.09453393 40.55205023 -0.84211137], [-11.2237349   -1.20063979   4.22913237]
124, 313.06392013205414, 402.03982873835497, [-0.14084025 40.56026253 -0.83084067], [-4.63063121  0.82123052  1.12706911]
125, 331.517813883217, 401.9096426364588, [-0.10540543 40.54318861 -0.79656665], [ 3.5434819  -1.70739205  3.42740295]
126, 349.57513564121473, 402.20369597653496, [-0.07423924 40.5874223  -0.79225248], [3.11661913 4.42336817 0.43141612]
127, 399.28326446169086, 402.3019722993407, [-0.08080595 40.58414856 -0.83376564], [-0.65667127 -0.32737409 -4.15131583]
128, 430.3442479199281, 402.41564121936733, [-0.05816139 40.59818312 -0.83003909], [2.26445552 1.40345661 0.37265484]
129, 316.81081069873323, 402.54008317650573, [-4.02880199e-02  4.05714484e+01 -9.02144898e-01], [ 1.78733736 -2.67347076 -7.21058041]
130, 460.75346376140186, 402.560715818577, [ 1.11552355e-02  4.05333375e+01 -9.36073779e-01], [ 5.14432554 -3.81109519 -3.39288809]
131, 376.4751227497407, 402.791764226691, [ 3.14013418e-02  4.05585390e+01 -9.49779894e-01], [ 2.02461063  2.52015834 -1.37061156]
132, 319.68886900704115, 403.1165014558405, [ 0.15063626 40.56152436 -0.95419606], [11.92349134  0.29853122 -0.44161696]
133, 360.526398585283, 403.06851304031295, [ 0.12934829 40.54360674 -0.98405465], [-2.12879702 -1.79176152 -2.98585864]
134, 415.03081026468647, 403.0396758724701, [ 0.12176024 40.58756318 -0.91134912], [-0.75880452  4.39564405  7.27055325]
135, 372.894462497471, 403.1691517893529, [ 0.12946654 40.61131902 -0.90487134], [0.77063048 2.37558421 0.64777821]
136, 399.79520534883505, 403.22744157199276, [ 0.13430935 40.61449235 -0.91328086], [ 0.4842802   0.31733269 -0.84095276]
137, 435.416041725825, 403.25637992933594, [ 0.13621509 40.60878116 -0.92975595], [ 0.19057431 -0.5711191  -1.64750841]
138, 400.68240682482167, 403.2318079955469, [ 0.1579516  40.59350022 -0.9310726 ], [ 2.1736513  -1.52809399 -0.13166523]
139, 344.40834982327533, 403.4732050527943, [ 0.16553981 40.59916157 -0.98582126], [ 0.75882115  0.56613475 -5.47486581]
140, 429.3202325251953, 403.6401760525657, [ 0.14973013 40.65005936 -0.96389035], [-1.58096882  5.08977867  2.19309122]
141, 446.389484961181, 403.4316576415105, [ 0.11672797 40.59869865 -1.0101601 ], [-3.30021587 -5.1360707  -4.6269754 ]
142, 405.7287876340865, 403.28711605113176, [ 0.11773534 40.61831994 -0.93682973], [0.10073739 1.96212913 7.33303748]
143, 424.34536156628275, 403.54541454391256, [ 0.13855218 40.65651872 -0.93413407], [2.08168408 3.81987853 0.26956516]
144, 406.1809386766963, 403.8357888497565, [ 0.17223689 40.68296175 -0.94954663], [ 3.36847117  2.64430243 -1.54125594]
145, 477.94353117326585, 404.63256708724714, [ 0.21041511 40.74997891 -1.03634299], [ 3.8178217   6.70171641 -8.6796357 ]
146, 331.3867336421214, 404.28026308027563, [ 0.1614821  40.74504442 -0.98219176], [-4.89330119 -0.49344908  5.41512269]
147, 366.2811113394593, 404.49326078704274, [ 0.12714298 40.77702717 -1.01411863], [-3.43391199  3.19827436 -3.19268673]
148, 372.188637708689, 404.3744063103816, [ 0.10108153 40.77715178 -0.99881719], [-2.60614454  0.01246119  1.53014364]
149, 357.428001337164, 404.5575470148418, [ 0.15295866 40.80595397 -0.96500332], [5.18771249 2.88021955 3.38138728]
150, 364.7902437408775, 403.91435778303463, [ 0.09346418 40.76749467 -0.88656118], [-5.94944771 -3.84592994  7.84421375]
151, 459.645009148819, 403.69426186357725, [ 0.1040469  40.74796616 -0.84646125], [ 1.05827174 -1.9528516   4.0099936 ]
152, 409.29901690302887, 403.968502757692, [ 0.11073917 40.74051424 -0.93706585], [ 0.66922679 -0.74519137 -9.06046056]
153, 520.9826963152084, 404.98328963484323, [ 0.20904021 40.83911394 -0.98767988], [ 9.83010421  9.85996979 -5.06140302]
154, 428.84781229250336, 405.13343459098536, [ 0.23029701 40.82840872 -1.03145319], [ 2.12568053 -1.07052214 -4.3773309 ]
155, 369.9381148599231, 405.00343607927823, [ 0.26981038 40.7767632  -1.04980163], [ 3.95133611 -5.16455223 -1.83484349]
156, 297.6355716687001, 404.976148943061, [ 0.31083965 40.73111329 -1.08250203], [ 4.10292755 -4.56499093 -3.27004049]
157, 311.2729755138725, 404.99552297573456, [ 0.36448051 40.74508179 -1.02263656], [5.36408599 1.39684983 5.98654767]
158, 442.6266805713621, 404.9565271723609, [ 0.33056503 40.7638166  -1.00961182], [-3.39154823  1.873481    1.30247382]
159, 464.4571612746237, 404.71587369504283, [ 0.29152457 40.72228195 -1.0412106 ], [-3.90404542 -4.15346524 -3.15987852]
160, 288.59371620001014, 404.8338608230631, [ 0.24816053 40.77162844 -1.02828253], [-4.33640423  4.93464945  1.29280773]
161, 410.62649177272243, 404.63121641539334, [ 0.22280576 40.760727   -1.00921521], [-2.53547766 -1.09014431  1.90673178]
162, 286.6765878701527, 404.96534640724894, [ 0.21610568 40.7976499  -1.04635276], [-0.67000712  3.69229001 -3.7137553 ]
163, 361.2980061339175, 404.76111682815144, [ 0.19177413 40.78247748 -1.03293929], [-2.43315575 -1.51724115  1.34134726]
164, 333.95773503170165, 404.3369385386434, [ 0.19399303 40.71414135 -1.02440048], [ 0.22189057 -6.83361324  0.85388098]
165, 276.74175226634105, 403.9391567801465, [ 0.16295994 40.69200265 -0.97134796], [-3.10330892 -2.21386983  5.30525202]
166, 460.9860442724504, 404.14878162941363, [ 0.22160135 40.68286006 -1.00124374], [ 5.86414098 -0.91425971 -2.9895781 ]
167, 336.5165125199265, 404.2841368902267, [ 0.21099945 40.70834009 -1.00628917], [-1.06019031  2.54800356 -0.50454357]
168, 452.2837198698674, 404.6326484630443, [ 0.22288889 40.76091144 -1.00924967], [ 1.18894353  5.25713439 -0.29604955]
169, 332.5682973712291, 404.8142560443664, [ 0.21047327 40.84024434 -0.93610955], [-1.24156143  7.93329041  7.31401216]
170, 357.5108812507943, 404.76956281487475, [ 0.20363703 40.88078505 -0.85473568], [-0.68362432  4.05407124  8.13738664]
171, 311.36776968812734, 404.3751784124301, [ 0.20020112 40.87028375 -0.75326217], [-0.34359096 -1.05013051 10.14735158]
172, 443.86650904196625, 404.81718699232437, [ 0.2162895  40.93068824 -0.76230927], [ 1.60883784  6.040449   -0.90471068]
173, 358.1886635064534, 404.43771378706873, [ 0.19232606 40.8927431  -0.73540492], [-2.39634334 -3.79451412  2.6904352 ]
174, 388.92035051239606, 404.7816197280609, [ 0.21336823 40.97119983 -0.66813941], [2.10421627 7.84567326 6.7265506 ]
175, 340.33521092301964, 404.8874470313198, [ 0.1829041  41.00903304 -0.64885313], [-3.04641265  3.78332078  1.92862885]
176, 383.5764905172731, 404.5657506075542, [ 0.20223444 40.94999216 -0.64946336], [ 1.93303443 -5.90408726 -0.0610233 ]
177, 429.38797497162943, 404.346668345533, [ 0.2320534  40.91409946 -0.62336356], [ 2.98189615 -3.58927072  2.60997982]
178, 455.57604315460105, 404.19514228556983, [ 0.22307658 40.89413936 -0.62168201], [-0.8976823  -1.99600956  0.16815523]
179, 344.4274525206433, 403.9274377170249, [ 0.24650874 40.84824366 -0.60375589], [ 2.34321612 -4.58957025  1.79261214]
180, 449.11000596806446, 404.1491315292073, [ 0.36004472 40.82994283 -0.60883355], [11.35359814 -1.83008335 -0.5077663 ]
181, 481.8913753568285, 404.47846075312503, [ 0.37984396 40.89769926 -0.557995  ], [1.97992355 6.77564341 5.08385478]
182, 337.6088490671481, 404.5824843128392, [ 0.40598421 40.88303711 -0.60012293], [ 2.61402533 -1.46621451 -4.21279296]
183, 335.8351719997167, 404.6179733363131, [ 0.42965564 40.88374439 -0.58559195], [2.36714283 0.07072795 1.45309864]
184, 399.23631380707513, 404.40796033291946, [ 0.43806856 40.81242939 -0.6539794 ], [ 0.84129205 -7.13150069 -6.83874555]
185, 362.24072645655536, 404.048617081681, [ 0.43064193 40.78215018 -0.59923468], [-0.74266355 -3.02792057  5.47447199]
186, 288.6282783625458, 403.94988527277434, [ 0.41785247 40.77624309 -0.59035162], [-1.27894533 -0.59070886  0.88830575]
187, 407.0337529008456, 403.9821275800178, [ 0.38907503 40.76524925 -0.65480948], [-2.87774405 -1.09938388 -6.44578583]
188, 346.6791149748685, 403.61522823074324, [ 0.3724911  40.70828715 -0.65955619], [-1.65839363 -5.69621065 -0.47467112]
189, 386.10442250254783, 403.40197083737803, [ 0.3911936  40.65607264 -0.6694096 ], [ 1.87025024 -5.22145052 -0.98534103]
190, 339.86608259050126, 403.4071528023188, [ 0.35573774 40.66791727 -0.68411543], [-3.54558622  1.18446294 -1.47058229]
191, 398.8929997277265, 403.3182020452506, [ 0.2652704  40.70676219 -0.66565144], [-9.04673347  3.88449148  1.84639855]
192, 380.90514091877077, 403.1668919748476, [ 0.31167147 40.67742134 -0.6265294 ], [ 4.64010706 -2.93408468  3.91220381]
193, 287.34459128082074, 403.3192472108544, [ 0.33832209 40.65572158 -0.69490103], [ 2.66506167 -2.16997551 -6.83716312]
194, 349.0200184228101, 403.74545298449374, [ 0.3931877  40.71684849 -0.66606681], [5.48656142 6.11269093 2.88342246]
195, 437.1114246361194, 403.6176927597875, [ 0.41405195 40.70224171 -0.6292921 ], [ 2.08642462 -1.46067825  3.6774714 ]
196, 366.2792453785489, 403.313775927641, [ 0.4011567  40.67280089 -0.59520768], [-1.28952527 -2.94408214  3.4084418 ]
197, 332.5428296740084, 402.6800693349024, [ 0.38443354 40.58129344 -0.56946202], [-1.67231617 -9.15074463  2.57456527]
198, 409.35690987851973, 402.8757535610823, [ 0.42953075 40.61622809 -0.51983972], [4.50972111 3.49346495 4.96223021]
199, 362.0831274038921, 402.5825582266428, [ 0.3913352  40.61131106 -0.46170733], [-3.81955469 -0.49170297  5.81323917]
200, 473.18216999222045, 402.5451826366781, [ 0.39140837 40.60769944 -0.45477908], [ 0.00731691 -0.36116284  0.69282535]
201, 355.7978422189171, 402.6547732378127, [ 0.37884973 40.63840927 -0.44472953], [-1.25586429  3.07098382  1.00495502]
202, 346.1986462540421, 402.6238452753742, [ 0.42450594 40.59378116 -0.47699293], [ 4.56562111 -4.46281088 -3.22634054]
203, 385.31307390901407, 402.6797390639528, [ 0.40617742 40.59451729 -0.51812118], [-1.83285217  0.07361206 -4.11282492]
204, 431.959596473836, 402.7502455817085, [ 0.43264984 40.58008447 -0.54413619], [ 2.64724229 -1.44328107 -2.60150092]
205, 488.26275704808324, 403.1548122408781, [ 0.42012717 40.6390831  -0.58596222], [-1.25226669  5.89986301 -4.18260303]
206, 421.9553154054205, 402.7919625802942, [ 0.33521728 40.61045746 -0.60356459], [-8.49098879 -2.86256402 -1.76023644]
207, 419.7339670503668, 402.87787492712357, [ 0.29180946 40.64221509 -0.61466943], [-4.34078204  3.17576301 -1.11048447]
208, 349.6790268877471, 403.0458365435207, [ 0.2379885  40.68106593 -0.64807391], [-5.38209589  3.88508395 -3.34044831]
209, 422.67452368225827, 403.19587091742915, [ 0.25011961 40.71629842 -0.61802783], [1.21311107 3.52324852 3.00460853]
210, 397.1799501975657, 403.09198634285445, [ 0.23511164 40.74147814 -0.54108281], [-1.5007973   2.51797197  7.69450158]
211, 295.3181266381343, 403.04141664199045, [ 0.26642923 40.71846789 -0.54076868], [ 3.13175927 -2.30102496  0.03141359]
